Site,Country,Model,RepairType,Price,Currency,ExclVAT,VATBasis,Login,URL
gsmparts.bg,Bulgaria,iPhone 16 Pro,aftermarket-oled,70,EUR,70,VAT basis UNKNOWN — shown as listed,no,https://www.gsmparts.bg/дисплей-тъч-скрийн-за-iphone-16-pro-dd-oled-120hz
gsmteam.gr,Greece,iPhone 11 Pro Max,aftermarket-soft-oled,59.9912,EUR,59.99,already ex-VAT,YES,https://gsmteam.gr/othones/othones-iphone/οθόνες-iphone-11-pro-max/jk-othonh-soft-oled-kai-digitizer-othonh-kai-mhxanismos-afhs-gia-iphone-11-pro-max-black-detail.html
gsmteam.gr,Greece,iPhone 14 Pro Max,aftermarket-soft-oled,79.9924,EUR,79.99,already ex-VAT,YES,https://gsmteam.gr/antallaktika-kiniton/antallaktika-iphone/iphone-14-pro-max/oem-othonh-mhxanismos-afhs-gia-apple-iphone-14-pro-max-soft-oled-dd-detail.html
gsmteam.gr,Greece,iPhone 17,aftermarket-hard-oled,99.9936,EUR,99.99,already ex-VAT,YES,https://gsmteam.gr/othones/othones-iphone/οθόνες-iphone-17/oem-othonh-hard-oled-dd-kai-digitizer-othonh-kai-mhxanismos-afhs-gia-iphone-17-black-detail.html
hallomobile.nl,Netherlands,iPhone 11,aftermarket-incell,22.95,EUR,22.95,VAT basis UNKNOWN — shown as listed,no,https://hallomobile.nl/product/waeyz-iphone-11-serie-vervangend-lcd-scherm-incell/
hallomobile.nl,Netherlands,iPhone 11 Pro,aftermarket-incell,22.95,EUR,22.95,VAT basis UNKNOWN — shown as listed,no,https://hallomobile.nl/product/waeyz-iphone-11-pro-serie-vervangend-lcd-scherm-incell-2/
hallomobile.nl,Netherlands,iPhone 12,aftermarket-incell,22.95,EUR,22.95,VAT basis UNKNOWN — shown as listed,no,https://hallomobile.nl/product/waeyz-iphone-12-serie-vervangend-lcd-scherm-incell/
hallomobile.nl,Netherlands,iPhone 12 Pro,aftermarket-incell,22.95,EUR,22.95,VAT basis UNKNOWN — shown as listed,no,https://hallomobile.nl/product/waeyz-iphone-11-pro-serie-vervangend-lcd-scherm-incell/
hallomobile.nl,Netherlands,iPhone 13,aftermarket-incell,37.9,EUR,37.9,VAT basis UNKNOWN — shown as listed,no,https://hallomobile.nl/product/waeyz-iphone-13-serie-vervangend-lcd-scherm-incell/
hallomobile.nl,Netherlands,iPhone 13 Pro,aftermarket-incell,46.9,EUR,46.9,VAT basis UNKNOWN — shown as listed,no,https://hallomobile.nl/product/waeyz-iphone-13-pro-serie-vervangend-lcd-scherm-incell/
hallomobile.nl,Netherlands,iPhone 13 Pro Max,aftermarket-incell,66.9,EUR,66.9,VAT basis UNKNOWN — shown as listed,no,https://hallomobile.nl/product/waeyz-iphone-13-pro-max-serie-vervangend-lcd-scherm-incell/
hallomobile.nl,Netherlands,iPhone 13 mini,aftermarket-incell,36.9,EUR,36.9,VAT basis UNKNOWN — shown as listed,no,https://hallomobile.nl/product/waeyz-iphone-13-mini-serie-vervangend-lcd-scherm-incell/
handyschmiede.de,Germany,iPhone 12 / 12 Pro,aftermarket-soft-oled,56.59,EUR,56.59,already ex-VAT,no,https://handyschmiede.de/products/lcd-touch-fur-a2403-a2407-apple-iphone-12-12-pro-soft-oled-black?_pos=4&_sid=5ef32a854&_ss=r
handyschmiede.de,Germany,iPhone 13 Pro,aftermarket-soft-oled,87.68,EUR,87.68,already ex-VAT,no,https://handyschmiede.de/products/lcd-touch-jcid-fur-a2638-apple-iphone-13-pro-soft-oled-black?_pos=6&_sid=5ef32a854&_ss=r
handyschmiede.de,Germany,iPhone 14 Plus,aftermarket-soft-oled,69,EUR,69,already ex-VAT,no,https://handyschmiede.de/products/lcd-touch-fur-a2886-apple-iphone-14-plus-soft-oled-black?_pos=8&_sid=5ef32a854&_ss=r
handyschmiede.de,Germany,iPhone 14 Pro,aftermarket-soft-oled,166.88,EUR,166.88,already ex-VAT,no,https://handyschmiede.de/products/lcd-touch-jcid-fur-a2890-apple-iphone-14-pro-soft-oled-black?_pos=9&_sid=5ef32a854&_ss=r
handyschmiede.de,Germany,iPhone 14 Pro Max,aftermarket-soft-oled,101.51,EUR,101.51,already ex-VAT,no,https://handyschmiede.de/products/lcd-touch-fur-a2894-apple-iphone-14-pro-max-soft-oled-black?_pos=5&_sid=5ef32a854&_ss=r
handyschmiede.de,Germany,iPhone 15,aftermarket-soft-oled,62.64,EUR,62.64,already ex-VAT,no,https://handyschmiede.de/products/lcd-touch-fur-a3090-apple-iphone-15-soft-oled-black?_pos=2&_sid=5ef32a854&_ss=r
handyschmiede.de,Germany,iPhone X,aftermarket-soft-oled,47.41,EUR,47.41,already ex-VAT,no,https://handyschmiede.de/products/lcd-touch-fur-apple-iphone-x-soft-oled-black?_pos=7&_sid=5ef32a854&_ss=r
horepa.fr,France,iPhone 13,aftermarket-soft-oled,58.896001,EUR,49.08,stripped 20% VAT,no,https://horepa.fr/fr/ecran-iphone-13-soft-oled.html
horepa.fr,France,iPhone 14,aftermarket-soft-oled,49.896001,EUR,41.58,stripped 20% VAT,no,https://horepa.fr/fr/ecran-iphone-14-soft-oled.html
horepa.fr,France,iPhone 15,aftermarket-incell,29.916001,EUR,24.93,stripped 20% VAT,no,https://horepa.fr/fr/ecran-iphone-15-incell-standard.html
horepa.fr,France,iPhone 15,aftermarket-soft-oled,69.900001,EUR,58.25,stripped 20% VAT,no,https://horepa.fr/fr/ecran-iphone-15-soft-oled.html
horepa.fr,France,iPhone 15,aftermarket-incell,32.904001,EUR,27.42,stripped 20% VAT,no,https://horepa.fr/fr/ecran-iphone-15-incell.html
icell4less.com,Norway,iPhone 11,aftermarket-lcd,79,USD,79,already ex-VAT,no,https://icell4less.com/collections/lcd/products/apple-iphone-11-lcd-touch-screen-digitizer-replacement-assembly-kit-6-1-inch-i11-lcd
icell4less.com,Norway,iPhone 11 Pro,aftermarket-incell,130,USD,130,already ex-VAT,no,https://icell4less.com/collections/lcd/products/apple-iphone-11-pro-lcd-3d-touch-screen-digitizer-replacement-assembly-kit
icell4less.com,Norway,iPhone X,aftermarket-hard-oled,69,USD,69,already ex-VAT,no,https://icell4less.com/collections/lcd/products/apple-iphone-x-oled-touch-screen-digitizer-replacement-assembly-kit
icell4less.com,Norway,iPhone XR,aftermarket-lcd,59,USD,59,already ex-VAT,no,https://icell4less.com/collections/lcd/products/apple-iphone-xr-lcd-touch-screen-digitizer-replacement-assembly-kit
icell4less.com,Norway,iPhone XS,aftermarket-tft,59,USD,59,already ex-VAT,no,https://icell4less.com/collections/lcd/products/apple-iphone-xs-5-8-inch-tft-lcd-touch-screen-replacements-with-assembly-tools-included
icell4less.com,Norway,iPhone XS Max,aftermarket-lcd,89,USD,89,already ex-VAT,no,https://icell4less.com/collections/lcd/products/apple-iphone-xs-max-lcd-touch-screen-replacement-with-assembly-tools-included
ieasyservice.fi,Finland,iPhone 11,aftermarket-incell,24.99,EUR,24.99,already ex-VAT,no,https://www.ieasyservice.fi/product/177/iphone-premium-incell-lcd-naytto?variation_id=226
ieasyservice.fi,Finland,iPhone 11 Pro,aftermarket-incell,29.9,EUR,29.9,already ex-VAT,no,https://www.ieasyservice.fi/product/177/iphone-premium-incell-lcd-naytto?variation_id=247
ieasyservice.fi,Finland,iPhone 11 Pro Max,aftermarket-incell,29.9,EUR,29.9,already ex-VAT,no,https://www.ieasyservice.fi/product/177/iphone-premium-incell-lcd-naytto?variation_id=230
ieasyservice.fi,Finland,iPhone 12,aftermarket-incell,39.99,EUR,39.99,already ex-VAT,no,https://www.ieasyservice.fi/product/177/iphone-premium-incell-lcd-naytto?variation_id=232
ieasyservice.fi,Finland,iPhone X,aftermarket-incell,29.9,EUR,29.9,already ex-VAT,no,https://www.ieasyservice.fi/product/177/iphone-premium-incell-lcd-naytto?variation_id=227
ieasyservice.fi,Finland,iPhone XR,aftermarket-incell,24.9,EUR,24.9,already ex-VAT,no,https://www.ieasyservice.fi/product/177/iphone-premium-incell-lcd-naytto?variation_id=229
ieasyservice.fi,Finland,iPhone XS,aftermarket-incell,29.99,EUR,29.99,already ex-VAT,no,https://www.ieasyservice.fi/product/177/iphone-premium-incell-lcd-naytto?variation_id=228
ieasyservice.fi,Finland,iPhone XS Max,aftermarket-incell,24.9,EUR,24.9,already ex-VAT,no,https://www.ieasyservice.fi/product/177/iphone-premium-incell-lcd-naytto?variation_id=248
ilevante.com,Spain,iphone 13,aftermarket-oled,36.9,EUR,36.9,VAT basis UNKNOWN — shown as listed,no,https://www.ilevante.com/repuestos-iphone-13
ilevante.fr,France,iPhone 12,aftermarket-oled,30.9,EUR,30.9,already ex-VAT,no,https://www.ilevante.fr/Ecran-complet-pour-iphone-12-oled-p-20534.html
ilevante.fr,France,iPhone 13,aftermarket-oled,36.9,EUR,36.9,already ex-VAT,no,https://www.ilevante.fr/Ecran-complet-pour-iphone-13-oled-p-20583.html
ilevante.fr,France,iPhone 15 Pro,aftermarket-oled,47.9,EUR,47.9,already ex-VAT,no,https://www.ilevante.fr/Ecran-complet-oled-pour-iphone-15-pro-p-21536.html
ioutlet.ee,Estonia,iphone 11 pro,aftermarket-oled,109.0,EUR,109.0,already ex-VAT,YES,https://ioutlet.ee/shop/
ioutlet.ee,Estonia,iphone 11 pro,aftermarket-oled,6.64,EUR,6.64,already ex-VAT,YES,https://ioutlet.ee/shop/
ioutlet.ee,Estonia,iphone x,aftermarket-soft-oled,89.0,EUR,89.0,already ex-VAT,YES,https://ioutlet.ee/shop/
ioutlet.ee,Estonia,iphone x,aftermarket-soft-oled,7.57,EUR,7.57,already ex-VAT,YES,https://ioutlet.ee/shop/
ioutlet.ee,Estonia,iphone xs,aftermarket-oled,99.0,EUR,99.0,already ex-VAT,YES,https://ioutlet.ee/shop/
ioutlet.ee,Estonia,iphone xs,aftermarket-oled,6.03,EUR,6.03,already ex-VAT,YES,https://ioutlet.ee/shop/
ioutlet.ee,Estonia,iphone xs max,aftermarket-oled,109.0,EUR,109.0,already ex-VAT,YES,https://ioutlet.ee/shop/
ioutlet.ee,Estonia,iphone xs max,aftermarket-oled,6.64,EUR,6.64,already ex-VAT,YES,https://ioutlet.ee/shop/
ipfix.dk,Denmark,iPhone 15 Plus,aftermarket-oled,1999,DKK,1599.2,stripped 25% VAT,YES,https://ipfix.dk/product/iphone-15_plus-skaerm-glas-oled-original-oled/
ipfix.dk,Denmark,iPhone 15 Pro,aftermarket-oled,1999,DKK,1599.2,stripped 25% VAT,YES,https://ipfix.dk/product/iphone-15skaerm-glas-oled-original-oled/
ipfix.dk,Denmark,iPhone 16 Pro,aftermarket-oled,2799,DKK,2239.2,stripped 25% VAT,YES,https://ipfix.dk/product/iphone-16-pro-skaerm-glas-oled-original-oled/
ipfix.dk,Denmark,iPhone 16e,aftermarket-oled,999,DKK,799.2,stripped 25% VAT,YES,https://ipfix.dk/product/iphone-16e-skaerm-glaoled-original-oled/
ipfix.dk,Denmark,iPhone 17,aftermarket-oled,2700,DKK,2160.0,stripped 25% VAT,YES,https://ipfix.dk/product/iphone-17-skaerm-glas-oled-original-oled/
iphoneersatzteileshop.de,Germany,iPhone 16 Pro Max,aftermarket-oled,139.9,EUR,117.56,stripped 19% VAT,no,https://www.iphoneersatzteileshop.de/iPhone-16-Pro-Max-OLED-Display-Reparaturset
irepart.com,China,iphone 11 pro,aftermarket-incell,7.3,USD,7.3,already ex-VAT,no,https://irepart.com/collections/screen
irepart.com,China,iphone 12 pro,aftermarket-incell,8.0,USD,8.0,already ex-VAT,no,https://irepart.com/collections/screen
irepart.com,China,iphone 12 pro max,aftermarket-incell,9.0,USD,9.0,already ex-VAT,no,https://irepart.com/collections/screen
irepart.com,China,iphone 13,aftermarket-incell,9.5,USD,9.5,already ex-VAT,no,https://irepart.com/collections/screen
irepart.com,China,iphone 13 pro max,aftermarket-incell,10.0,USD,10.0,already ex-VAT,no,https://irepart.com/collections/screen
irepart.com,China,iphone 14,aftermarket-incell,9.6,USD,9.6,already ex-VAT,no,https://irepart.com/collections/lcd-screen
irepart.com,China,iphone 14,aftermarket-incell,9.6,USD,9.6,already ex-VAT,no,https://irepart.com/collections/screen
irepart.com,China,iphone 14 plus,aftermarket-soft-oled,35.66,USD,35.66,already ex-VAT,no,https://irepart.com/collections/screen
irepart.com,China,iphone 15,aftermarket-incell,27.0,USD,27.0,already ex-VAT,no,https://irepart.com/collections/oled-screen
irepart.com,China,iphone 15 plus,aftermarket-incell,28.0,USD,28.0,already ex-VAT,no,https://irepart.com/collections/lcd-screen
irepart.com,China,iphone 15 plus,aftermarket-soft-oled,63.66,USD,63.66,already ex-VAT,no,https://irepart.com/collections/screen
irepart.com,China,iphone 15 pro,aftermarket-incell,27.0,USD,27.0,already ex-VAT,no,https://irepart.com/collections/lcd-screen
irepart.com,China,iphone 15 pro,aftermarket-hard-oled,34.2,USD,34.2,already ex-VAT,no,https://irepart.com/collections/screen
irepart.com,China,iphone 15 pro max,aftermarket-incell,29.0,USD,29.0,already ex-VAT,no,https://irepart.com/collections/lcd-screen
irepart.com,China,iphone 15 pro max,aftermarket-hard-oled,34.2,USD,34.2,already ex-VAT,no,https://irepart.com/collections/screen
irepart.com,China,iphone 16,aftermarket-incell,29.66,USD,29.66,already ex-VAT,no,https://irepart.com/collections/lcd-screen
irepart.com,China,iphone 16,aftermarket-soft-oled,63.66,USD,63.66,already ex-VAT,no,https://irepart.com/collections/screen
irepart.com,China,iphone 16,aftermarket-hard-oled,34.2,USD,34.2,already ex-VAT,no,https://irepart.com/collections/screen
irepart.com,China,iphone 16 plus,aftermarket-incell,30.0,USD,30.0,already ex-VAT,no,https://irepart.com/collections/lcd-screen
irepart.com,China,iphone 16 plus,aftermarket-soft-oled,63.66,USD,63.66,already ex-VAT,no,https://irepart.com/collections/screen
irepart.com,China,iphone 16 plus,aftermarket-hard-oled,34.2,USD,34.2,already ex-VAT,no,https://irepart.com/collections/screen
irepart.com,China,iphone 16 plus,aftermarket-incell,30.0,USD,30.0,already ex-VAT,no,https://irepart.com/collections/screen
irepart.com,China,iphone 16 pro,aftermarket-incell,31.66,USD,31.66,already ex-VAT,no,https://irepart.com/collections/lcd-screen
irepart.com,China,iphone 16 pro,aftermarket-hard-oled,34.2,USD,34.2,already ex-VAT,no,https://irepart.com/collections/screen
irepart.com,China,iphone 16 pro,aftermarket-incell,31.66,USD,31.66,already ex-VAT,no,https://irepart.com/collections/screen
irepart.com,China,iphone 16 pro max,aftermarket-incell,32.0,USD,32.0,already ex-VAT,no,https://irepart.com/collections/oled-screen
irepart.com,China,iphone 16 pro max,aftermarket-incell,32.0,USD,32.0,already ex-VAT,no,https://irepart.com/collections/screen
irepart.com,China,iphone 16 pro max,aftermarket-hard-oled,34.2,USD,34.2,already ex-VAT,no,https://irepart.com/collections/screen
ishine.ie,Ireland,iPhone 14 Pro,aftermarket-soft-oled,55,EUR,55,already ex-VAT,no,https://techwave.ie/product/soft-oled-iphone-14-pro-display-and-touch-screen-digitizer-assembly-2/
ishine.ie,Ireland,iPhone 15,aftermarket-soft-oled,49,EUR,49,already ex-VAT,no,https://techwave.ie/product/soft-oled-iphone-15-display-and-touch-screen-digitizer-assembly-2/
ishine.ie,Ireland,iPhone 15 Pro Max,aftermarket-soft-oled,65,EUR,65,already ex-VAT,no,https://techwave.ie/product/soft-oled-iphone-15-pro-max-display-and-touch-screen-digitizer-assembly/
ishine.ie,Ireland,iPhone 16,aftermarket-soft-oled,49,EUR,49,already ex-VAT,no,https://techwave.ie/product/soft-oled-iphone-16-display-and-touch-screen-digitizer-assembly-2/
ishine.ie,Ireland,iPhone 16 Pro,aftermarket-soft-oled,70,EUR,70,already ex-VAT,no,https://techwave.ie/product/soft-oled-screen-for-iphone-16-pro-display-and-touch-screen-digitizer-assembly/
ishine.ie,Ireland,iPhone 16 Pro Max,aftermarket-soft-oled,75,EUR,75,already ex-VAT,no,https://techwave.ie/product/soft-oled-screen-for-iphone-16-pro-max-display-and-touch-screen-digitizer-assembly/
ishine.ie,Ireland,iPhone 16e,aftermarket-soft-oled,49,EUR,49,already ex-VAT,no,https://techwave.ie/product/soft-oled-iphone-16e-display-and-touch-screen-digitizer-assembly-2/
ishine.ie,Ireland,iPhone 16e,aftermarket-soft-oled,49,EUR,49,already ex-VAT,no,https://techwave.ie/product/soft-oled-iphone-16e-display-and-touch-screen-digitizer-assembly/
isn-parts.com,Bulgaria,iPhone 11,aftermarket-lcd,19.99,EUR,19.99,VAT basis UNKNOWN — shown as listed,no,https://isn-parts.com/produkt/iphone-11-displei-lcd
isn-parts.com,Bulgaria,iPhone 11 Pro,aftermarket-lcd,21.99,EUR,21.99,VAT basis UNKNOWN — shown as listed,no,https://isn-parts.com/produkt/iphone-11-pro-displei-lcd
isn-parts.com,Bulgaria,iPhone 12,aftermarket-lcd,24.99,EUR,24.99,VAT basis UNKNOWN — shown as listed,no,https://isn-parts.com/produkt/iphone-12-lcd-displei
isn-parts.com,Bulgaria,iPhone 12,aftermarket-oled,44,EUR,44,VAT basis UNKNOWN — shown as listed,no,https://isn-parts.com/produkt/iphone-12-oled-displei
isn-parts.com,Bulgaria,iPhone 13 Pro,aftermarket-oled,65,EUR,65,VAT basis UNKNOWN — shown as listed,no,https://isn-parts.com/produkt/iphone-13-pro-oled-displei
isn-parts.com,Bulgaria,iPhone 13 Pro Max,aftermarket-oled,70,EUR,70,VAT basis UNKNOWN — shown as listed,no,https://isn-parts.com/produkt/iphone-13-pro-max-oled-displei
isn-parts.com,Bulgaria,iPhone 14,aftermarket-lcd,29.99,EUR,29.99,VAT basis UNKNOWN — shown as listed,no,https://isn-parts.com/produkt/iphone-14-lcd-displei
iswap.cz,Czechia,iPhone 12 Pro Max,aftermarket-oled,1790,CZK,1790,already ex-VAT,YES,https://www.iswap.cz/iphone-12-pro-max/oled-displej-premium-iphone-12-pro-max/
iswap.cz,Czechia,iPhone 13 mini,aftermarket-oled,3790,CZK,3790,already ex-VAT,YES,https://www.iswap.cz/iphone-13-mini/originalni-oled-displej-iphone-13-mini/
iswap.cz,Czechia,iPhone 17 Pro,aftermarket-lcd,1890,CZK,1890,already ex-VAT,YES,https://www.iswap.cz/iphone-17pro/lcd-displej-basic-iphone-17-pro/
italiatech.it,Italy,iPhone 12 Pro Max,aftermarket-incell,20.6,EUR,16.89,stripped 22% VAT,no,https://www.italiatech.it/display-lcd-zy-fhd-incell-cof-per-apple-iphone-12-pro-max-touch-screen-vetro-schermo-frame-nero-ic-intercambiabile-.1.1.957.gp.94217.uw
italiatech.it,Italy,iPhone 12 mini,aftermarket-incell,31.05,EUR,25.45,stripped 22% VAT,no,https://www.italiatech.it/display-lcd-zy-fhd-incell-per-apple-iphone-12-mini-touch-screen-schermo-frame-nero.1.1.957.gp.96313.uw
italiatech.it,Italy,iPhone 13 Pro,aftermarket-incell,20.6,EUR,16.89,stripped 22% VAT,no,https://www.italiatech.it/display-lcd-zy-cof-fhd-incell-per-apple-iphone-13-pro-touch-screen-vetro-schermo-frame-nero-ic-intercambiabile-.1.1.957.gp.93507.uw
italiatech.it,Italy,iPhone 13 Pro Max,aftermarket-incell,22.5,EUR,18.44,stripped 22% VAT,no,https://www.italiatech.it/display-lcd-zy-cof-incell-per-apple-iphone-13-pro-max-touch-screen-vetro-schermo-frame-ic-intercambiabile-.1.1.957.gp.93508.uw
italiatech.it,Italy,iPhone 13 mini,aftermarket-incell,24.6,EUR,20.16,stripped 22% VAT,no,https://www.italiatech.it/display-lcd-zy-cof-fhd-incell-per-apple-iphone-13-mini-touch-screen-schermo-frame-nero-ic-intercambiabile-.1.1.957.gp.96315.uw
italiatech.it,Italy,iPhone 14 Pro,aftermarket-incell,21.85,EUR,17.91,stripped 22% VAT,no,https://www.italiatech.it/display-lcd-zy-cof-fhd-incell-per-apple-iphone-14-pro-touch-screen-vetro-schermo-frame-nero-ic-intercambiabile-.1.1.957.gp.93510.uw
italiatech.it,Italy,iPhone 15,aftermarket-incell,21.65,EUR,17.75,stripped 22% VAT,no,https://www.italiatech.it/display-lcd-zy-cof-fhd-incell-per-apple-iphone-15-touch-screen-vetro-schermo-frame-nero-ic-intercambiabile-.1.1.957.gp.94219.uw
italiatech.it,Italy,iPhone X,aftermarket-incell,16.2,EUR,13.28,stripped 22% VAT,no,https://www.italiatech.it/display-lcd-zy-fhd-incell-per-apple-iphone-x-touch-screen-vetro-schermo-frame.1.1.957.gp.93277.uw
koopjeonderdelen.nl,Netherlands,iPhone 11,aftermarket-incell,19.99,EUR,16.52,stripped 21% VAT,no,https://www.koopjeonderdelen.nl/products/iphone-11-incell-lcd
koopjeonderdelen.nl,Netherlands,iPhone 12,aftermarket-incell,23.99,EUR,19.83,stripped 21% VAT,no,https://www.koopjeonderdelen.nl/products/iphone-12-incell-lcd-scherm
koopjeonderdelen.nl,Netherlands,iPhone 12 Pro Max,aftermarket-soft-oled,94.99,EUR,78.5,stripped 21% VAT,no,https://www.koopjeonderdelen.nl/products/iphone-12-pro-max-soft-oled-scherm
koopjeonderdelen.nl,Netherlands,iPhone 13,aftermarket-incell,24.99,EUR,20.65,stripped 21% VAT,no,https://www.koopjeonderdelen.nl/products/iphone-13-incell-lcd-scherm
koopjeonderdelen.nl,Netherlands,iPhone 13 Mini,aftermarket-incell,34.99,EUR,28.92,stripped 21% VAT,no,https://www.koopjeonderdelen.nl/products/iphone-13-mini-incell-lcd-scherm
koopjeonderdelen.nl,Netherlands,iPhone 13 Mini,aftermarket-incell,49.99,EUR,41.31,stripped 21% VAT,no,https://www.koopjeonderdelen.nl/products/iphone-13-mini-budget-incell-lcd-scherm
lcd-phone.com,France,iPhone 12 / 12 Pro,aftermarket-incell,12,EUR,12,VAT basis UNKNOWN — shown as listed,no,https://lcd-phone.com/en/-repair-parts/15206-ecran-iphone-12-12-pro-in-cell-8771621429335.html
lemes.cz,Czechia,iPhone 16 Pro,aftermarket-tft,1459,CZK,1459,already ex-VAT,YES,https://www.lemes.cz/apple-iphone-16-pro-displej-dotykova-plocha-cerna-tft/
lemes.cz,Czechia,iPhone XR,aftermarket-tft,599,CZK,599,already ex-VAT,YES,https://www.lemes.cz/apple-iphone-xr-displej-dotykova-plocha-cerna-tft/
lemes.hu,Hungary,iPhone 15,aftermarket-hard-oled,31890,HUF,31890,already ex-VAT,YES,https://www.lemes.hu/apple-iphone-15-kijelzo-erinto-fekete-hard-oled/
marsietis.lt,Lithuania,iphone 14 pro,aftermarket-oled,50.66,EUR,50.66,VAT basis UNKNOWN — shown as listed,no,https://marsietis.lt/ekranai-touch/ekranas-skirtas-iphone-14-pro-su-lietimui-jautriu-stikliuku-oled-removable-ic-1269167
marsietis.lt,Lithuania,iphone 14 pro,aftermarket-oled,66.0,EUR,66.0,VAT basis UNKNOWN — shown as listed,no,https://marsietis.lt/719-ekranai-touch/
marsietis.lt,Lithuania,iphone 14 pro max,aftermarket-oled,58.25,EUR,58.25,VAT basis UNKNOWN — shown as listed,no,https://marsietis.lt/ekranai-touch/ekranas-skirtas-iphone-14-pro-max-su-lietimui-jautriu-stikliuku-oled-removable-ic-1269166
marsietis.lt,Lithuania,iphone 14 pro max,aftermarket-oled,25.0,EUR,25.0,VAT basis UNKNOWN — shown as listed,no,https://marsietis.lt/719-ekranai-touch/
mdparts.com.au,Australia,iphone 15 pro max,aftermarket-soft-oled,91.85,AUD,91.85,already ex-VAT,no,https://mdparts.com.au/products/hx-iphone-15-pro-max-soft-oled-aftermarket-assembly
mdparts.com.au,Australia,iphone 15 pro max,aftermarket-soft-oled,63.88,AUD,63.88,already ex-VAT,no,https://mdparts.com.au/products/120hz-iphone-15-pro-max-prime-soft-oled-screen-assembly
mdparts.com.au,Australia,iphone 15 pro max,aftermarket-incell,39.5,AUD,39.5,already ex-VAT,no,https://mdparts.com.au/products/iphone-15-pro-max-120hz-prime-incell-screen-assembly
mdparts.com.au,Australia,iphone 15 pro max,aftermarket-hard-oled,163.9,AUD,163.9,already ex-VAT,no,https://mdparts.com.au/products/iphone-15-pro-max-hard-oled-screen-assembly
mdparts.com.au,Australia,iphone 15 pro max,aftermarket-incell,40.7,AUD,40.7,already ex-VAT,no,https://mdparts.com.au/products/iphone-15-pro-max-colorx-incell-screen-assembly
mdparts.com.au,Australia,iphone 15 pro max,aftermarket-incell,38.87,AUD,38.87,already ex-VAT,no,https://mdparts.com.au/products/iphone-15-pro-max-jk-incell-screen-assembly
mdparts.com.au,Australia,iphone 15 pro max,aftermarket-soft-oled,58.01,AUD,58.01,already ex-VAT,no,https://mdparts.com.au/products/120hz-iphone-15-pro-max-soft-oled-aftermarket-assembly
mdparts.com.au,Australia,iphone 15 pro max,aftermarket-soft-oled,95.48,AUD,95.48,already ex-VAT,no,https://mdparts.com.au/products/120hz-iphone-15-pro-max-soft-oledaftermarket-assembly-self-configuration
mobifixbg.com,Bulgaria,iPhone 11 Pro,aftermarket-incell,20,EUR,20,VAT basis UNKNOWN — shown as listed,no,https://mobifixbg.com/product/displey-za-iphone-11g-pro-2019-jk-incell
mobifixbg.com,Bulgaria,iPhone 11 Pro Max,aftermarket-incell,21.25,EUR,21.25,VAT basis UNKNOWN — shown as listed,no,https://mobifixbg.com/product/displey-za-iphone-11g-pro-max-2019-jk-incell
mobifixbg.com,Bulgaria,iPhone 14,aftermarket-incell,23.75,EUR,23.75,VAT basis UNKNOWN — shown as listed,no,https://mobifixbg.com/product/displey-za-iphone-14g-2022-jk-incell
mobifixbg.com,Bulgaria,iPhone 15,aftermarket-oled,61.11,EUR,61.11,VAT basis UNKNOWN — shown as listed,no,https://mobifixbg.com/product/displey-za-iphone-15g-2023-gx-oled
mobifixbg.com,Bulgaria,iPhone XR,aftermarket-incell,19.17,EUR,19.17,VAT basis UNKNOWN — shown as listed,no,https://mobifixbg.com/product/displey-za-iphone-xr-jk-incell
mobifixbg.com,Bulgaria,iPhone XS,aftermarket-incell,17.45,EUR,17.45,VAT basis UNKNOWN — shown as listed,no,https://mobifixbg.com/product/displey-za-iphone-xs-2018-jk-incell
mobiiliabi.ee,Estonia,iPhone 12 mini,aftermarket-incell,52.99,EUR,52.99,VAT basis UNKNOWN — shown as listed,no,https://mobiiliabi.ee/toode/lcd-screen-for-iphone-12-mini-with-touch-screen-incell-self-diagnosable/
mobiiliabi.ee,Estonia,iPhone 14,aftermarket-incell,41.99,EUR,41.99,VAT basis UNKNOWN — shown as listed,no,https://mobiiliabi.ee/toode/lcd-screen-for-iphone-14-with-touch-screen-incell-self-diagnosable/
mobiiliabi.ee,Estonia,iphone 11,aftermarket-lcd,35.99,EUR,35.99,VAT basis UNKNOWN — shown as listed,no,https://mobiiliabi.ee/toode/lcd-screen-for-iphone-11-with-touch-screen-refurbished-copy-ic/
mobiiliabi.ee,Estonia,iphone 11 pro,aftermarket-oled,66.99,EUR,66.99,VAT basis UNKNOWN — shown as listed,no,https://mobiiliabi.ee/toode/lcd-screen-for-iphone-11-pro-with-touch-screen-premium-oled-removable-ic/
mobiiliabi.ee,Estonia,iphone 11 pro max,aftermarket-oled,44.99,EUR,44.99,VAT basis UNKNOWN — shown as listed,no,https://mobiiliabi.ee/toode/lcd-screen-for-iphone-11-pro-max-with-touch-screen-oled-removable-ic/
mobiiliabi.ee,Estonia,iphone 12 mini,aftermarket-incell,43.99,EUR,43.99,VAT basis UNKNOWN — shown as listed,no,https://mobiiliabi.ee/toode/lcd-screen-for-iphone-12-mini-with-touch-screen-incell-removable-ic/
mobiiliabi.ee,Estonia,iphone 12 pro,aftermarket-oled,47.99,EUR,47.99,VAT basis UNKNOWN — shown as listed,no,https://mobiiliabi.ee/toode/lcd-screen-for-iphone-12-12-pro-with-touch-screen-oled-removable-ic/
