Site,Country,Model,RepairType,Price,Currency,ExclVAT,VATBasis,Login,URL
dargilita.lt,Lithuania,iPhone 14 Pro,aftermarket-oled,146.9,EUR,146.9,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/apple-iphone-telefonu-ekranai//154087-apple-iphone-14-pro-ekranas-120-hz-premium-oled.html
dargilita.lt,Lithuania,iPhone 14 Pro Max,aftermarket-oled,143.3,EUR,143.3,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/apple-iphone-telefonu-ekranai//147627-apple-iphone-14-pro-max-ekranas-120-hz-premium-oled.html
dargilita.lt,Lithuania,iPhone 16,aftermarket-incell,69.4,EUR,69.4,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/apple-iphone-telefonu-ekranai//150755-apple-iphone-16-ekranas-premium-incell.html
dargilita.lt,Lithuania,iPhone 16 Plus,aftermarket-oled,88.6,EUR,88.6,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/apple-iphone-telefonu-ekranai//154093-apple-iphone-16-plus-ekranas-premium-oled.html
dargilita.lt,Lithuania,iPhone 16 Plus,aftermarket-incell,76.7,EUR,76.7,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/apple-iphone-telefonu-ekranai//154092-apple-iphone-16-plus-ekranas-premium-incell.html
dargilita.lt,Lithuania,iPhone 16 Pro,aftermarket-incell,111.3,EUR,111.3,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/apple-iphone-telefonu-ekranai//155210-apple-iphone-16-pro-ekranas-premium-incell.html
dargilita.lt,Lithuania,iPhone 16 Pro Max,aftermarket-incell,111.3,EUR,111.3,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/apple-iphone-telefonu-ekranai//158533-apple-iphone-16-pro-max-ekranas-premium-incell.html
dargilita.lt,Lithuania,iPhone 16e,aftermarket-incell,57.9,EUR,57.9,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/apple-iphone-telefonu-ekranai//155212-apple-iphone-16e-ekranas-premium-incell.html
dargilita.lt,Lithuania,iphone 11,aftermarket-incell,39.3,EUR,39.3,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 11,aftermarket-incell,44.2,EUR,44.2,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 11 pro,aftermarket-oled,74.5,EUR,74.5,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 11 pro,aftermarket-oled,83.7,EUR,83.7,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 11 pro,aftermarket-incell,39.3,EUR,39.3,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 11 pro,aftermarket-incell,44.2,EUR,44.2,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 12,aftermarket-incell,41.5,EUR,41.5,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 12,aftermarket-incell,46.6,EUR,46.6,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 12 mini,aftermarket-oled,67.3,EUR,67.3,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 12 mini,aftermarket-oled,75.6,EUR,75.6,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 12 mini,aftermarket-incell,51.9,EUR,51.9,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 12 mini,aftermarket-incell,58.3,EUR,58.3,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 12 pro,aftermarket-oled,55.4,EUR,55.4,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 12 pro,aftermarket-oled,62.3,EUR,62.3,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 12 pro,aftermarket-oled,80.4,EUR,80.4,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 12 pro,aftermarket-oled,90.3,EUR,90.3,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 12 pro max,aftermarket-oled,74.9,EUR,74.9,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 12 pro max,aftermarket-oled,84.2,EUR,84.2,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 12 pro max,aftermarket-oled,89.9,EUR,89.9,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 12 pro max,aftermarket-oled,101.0,EUR,101.0,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 12 pro max,aftermarket-incell,53.3,EUR,53.3,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 12 pro max,aftermarket-incell,59.9,EUR,59.9,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 13,aftermarket-oled,74.7,EUR,74.7,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 13,aftermarket-oled,83.9,EUR,83.9,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 13,aftermarket-oled,59.9,EUR,59.9,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 13,aftermarket-oled,67.3,EUR,67.3,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 13,aftermarket-incell,44.9,EUR,44.9,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 13,aftermarket-incell,50.5,EUR,50.5,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 13 mini,aftermarket-oled,81.5,EUR,81.5,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 13 mini,aftermarket-oled,91.6,EUR,91.6,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 13 mini,aftermarket-incell,49.9,EUR,49.9,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 13 mini,aftermarket-incell,56.1,EUR,56.1,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 13 pro,aftermarket-oled,75.9,EUR,75.9,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 13 pro,aftermarket-oled,85.3,EUR,85.3,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 13 pro,aftermarket-incell,49.9,EUR,49.9,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 13 pro,aftermarket-incell,56.1,EUR,56.1,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 13 pro max,aftermarket-oled,83.7,EUR,83.7,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 13 pro max,aftermarket-oled,94.0,EUR,94.0,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 13 pro max,aftermarket-oled,87.2,EUR,87.2,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 13 pro max,aftermarket-oled,98.0,EUR,98.0,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 13 pro max,aftermarket-incell,52.2,EUR,52.2,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 13 pro max,aftermarket-incell,58.7,EUR,58.7,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 14,aftermarket-oled,64.2,EUR,64.2,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 14,aftermarket-oled,72.19,EUR,72.19,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 14,aftermarket-incell,49.1,EUR,49.1,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 14,aftermarket-incell,55.2,EUR,55.2,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 14 plus,aftermarket-oled,79.3,EUR,79.3,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 14 plus,aftermarket-oled,89.1,EUR,89.1,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 14 plus,aftermarket-oled,86.9,EUR,86.9,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 14 plus,aftermarket-oled,97.6,EUR,97.6,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 14 plus,aftermarket-incell,54.6,EUR,54.6,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 14 plus,aftermarket-incell,61.3,EUR,61.3,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 14 pro,aftermarket-oled,146.9,EUR,146.9,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 14 pro,aftermarket-oled,165.0,EUR,165.0,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 14 pro,aftermarket-incell,59.9,EUR,59.9,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 14 pro,aftermarket-incell,67.3,EUR,67.3,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 14 pro max,aftermarket-oled,143.3,EUR,143.3,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 14 pro max,aftermarket-oled,161.0,EUR,161.0,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 14 pro max,aftermarket-incell,65.3,EUR,65.3,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 14 pro max,aftermarket-incell,73.4,EUR,73.4,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 15,aftermarket-oled,129.1,EUR,129.1,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 15,aftermarket-oled,145.0,EUR,145.0,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 15,aftermarket-incell,52.5,EUR,52.5,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 15,aftermarket-incell,59.0,EUR,59.0,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 15 plus,aftermarket-oled,129.1,EUR,129.1,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 15 plus,aftermarket-oled,145.0,EUR,145.0,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 15 plus,aftermarket-incell,52.5,EUR,52.5,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 15 plus,aftermarket-incell,59.0,EUR,59.0,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 15 pro,aftermarket-oled,157.5,EUR,157.5,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 15 pro,aftermarket-oled,177.0,EUR,177.0,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 15 pro,aftermarket-incell,54.7,EUR,54.7,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 15 pro,aftermarket-incell,61.5,EUR,61.5,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 15 pro max,aftermarket-oled,147.7,EUR,147.7,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 15 pro max,aftermarket-oled,166.0,EUR,166.0,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 15 pro max,aftermarket-incell,65.9,EUR,65.9,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 15 pro max,aftermarket-incell,74.0,EUR,74.0,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 16,aftermarket-incell,69.4,EUR,69.4,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 16,aftermarket-incell,78.0,EUR,78.0,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 16 plus,aftermarket-oled,88.6,EUR,88.6,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 16 plus,aftermarket-oled,99.6,EUR,99.6,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 16 plus,aftermarket-incell,76.7,EUR,76.7,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 16 plus,aftermarket-incell,86.2,EUR,86.2,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 16 pro,aftermarket-incell,111.3,EUR,111.3,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 16 pro,aftermarket-incell,125.0,EUR,125.0,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 16 pro max,aftermarket-incell,111.3,EUR,111.3,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 16 pro max,aftermarket-incell,125.0,EUR,125.0,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 16e,aftermarket-incell,57.9,EUR,57.9,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone 16e,aftermarket-incell,65.0,EUR,65.0,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone x,aftermarket-oled,42.6,EUR,42.6,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone x,aftermarket-oled,47.9,EUR,47.9,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone x,aftermarket-incell,36.8,EUR,36.8,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone xs max,aftermarket-oled,75.7,EUR,75.7,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone xs max,aftermarket-oled,85.0,EUR,85.0,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
dargilita.lt,Lithuania,iphone xs max,aftermarket-incell,32.8,EUR,32.8,VAT basis UNKNOWN — shown as listed,no,https://dargilita.lt/17-apple-iphone-telefonu-ekranai
deltamobile.lv,Latvia,iPhone 11,aftermarket-tft,19.9,EUR,19.9,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/product/apple-iphone-11-lcd-modulis-tft/
deltamobile.lv,Latvia,iPhone 11 Pro,aftermarket-tft,24.9,EUR,24.9,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/product/apple-iphone-11-pro-lcd-incell-tianma/
deltamobile.lv,Latvia,iPhone 11 Pro Max,aftermarket-tft,24.9,EUR,24.9,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/product/alpple-iphone-11-pro-max-lcd-tft-tianma/
deltamobile.lv,Latvia,iPhone 12 / 12 Pro,aftermarket-incell,22,EUR,22,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/product/apple-iphone-12-12pro-lcd-tft-incell/
deltamobile.lv,Latvia,iPhone 12 Pro Max,aftermarket-incell,27,EUR,27,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/product/apple-iphone-12-pro-max-lcd-modulis-displejs/
deltamobile.lv,Latvia,iPhone 12 mini,aftermarket-incell,34,EUR,34,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/product/apple-iphone-12-mini-lcd-ekrans-displejs/
deltamobile.lv,Latvia,iPhone 13,aftermarket-incell,29,EUR,29,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/product/apple-iphone-13-lcd-tft-tianma/
deltamobile.lv,Latvia,iPhone 13 mini,aftermarket-incell,29,EUR,29,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/product/applew-iphone-13-mini-lcd-incell-tft-black/
deltamobile.lv,Latvia,iphone 11,aftermarket-tft,19.0,EUR,19.0,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/category/lcd-un-skarienjutigie-paneli-apple-iphone/
deltamobile.lv,Latvia,iphone 11 pro,aftermarket-tft,22.0,EUR,22.0,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/category/lcd-un-skarienjutigie-paneli-apple-iphone/
deltamobile.lv,Latvia,iphone 11 pro max,aftermarket-tft,24.0,EUR,24.0,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/category/lcd-un-skarienjutigie-paneli-apple-iphone/
deltamobile.lv,Latvia,iphone 12 mini,aftermarket-incell,34.0,EUR,34.0,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/category/lcd-un-skarienjutigie-paneli-apple-iphone/
deltamobile.lv,Latvia,iphone 12 pro,aftermarket-incell,22.0,EUR,22.0,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/category/lcd-un-skarienjutigie-paneli-apple-iphone/
deltamobile.lv,Latvia,iphone 12 pro max,aftermarket-incell,27.0,EUR,27.0,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/category/lcd-un-skarienjutigie-paneli-apple-iphone/
deltamobile.lv,Latvia,iphone 13,aftermarket-incell,29.0,EUR,29.0,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/category/lcd-un-skarienjutigie-paneli-apple-iphone/
deltamobile.lv,Latvia,iphone 13 mini,aftermarket-incell,29.0,EUR,29.0,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/category/lcd-un-skarienjutigie-paneli-apple-iphone/
deltamobile.lv,Latvia,iphone 13 pro max,aftermarket-incell,29.9,EUR,29.9,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/category/lcd-un-skarienjutigie-paneli-apple-iphone/
deltamobile.lv,Latvia,iphone 14,aftermarket-incell,49.0,EUR,49.0,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/category/lcd-un-skarienjutigie-paneli-apple-iphone/
deltamobile.lv,Latvia,iphone 14 plus,aftermarket-incell,53.0,EUR,53.0,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/category/lcd-un-skarienjutigie-paneli-apple-iphone/
deltamobile.lv,Latvia,iphone x,aftermarket-tft,17.0,EUR,17.0,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/category/lcd-un-skarienjutigie-paneli-apple-iphone/
deltamobile.lv,Latvia,iphone xr,aftermarket-tft,16.0,EUR,16.0,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/category/lcd-un-skarienjutigie-paneli-apple-iphone/
deltamobile.lv,Latvia,iphone xs,aftermarket-tft,16.0,EUR,16.0,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/category/lcd-un-skarienjutigie-paneli-apple-iphone/
deltamobile.lv,Latvia,iphone xs max,aftermarket-tft,26.0,EUR,26.0,VAT basis UNKNOWN — shown as listed,no,https://deltamobile.lv/category/lcd-un-skarienjutigie-paneli-apple-iphone/
digitalteck.it,Italy,iPhone 11,aftermarket-hard-oled,25,EUR,25,already ex-VAT,no,https://www.digitalteck.it/iphone-11/1195-display-lcd-per-apple-iphone-11-hard-oled-nuovo-con-frame-0630808813177.html
digitalteck.it,Italy,iPhone 11,aftermarket-hard-oled,25,EUR,25,already ex-VAT,no,https://www.digitalteck.it/iphone-11/1195-display-lcd-per-apple-iphone-11-hard-oled-nuovo-con-frame-0630808813177.html
digitalteck.it,Italy,iPhone X,aftermarket-hard-oled,25,EUR,25,already ex-VAT,no,https://www.digitalteck.it/iphone-x/852-lcd-display-per-apple-iphone-x-hard-oled-nuovo-con-frame-0764022300158.html
digitalteck.it,Italy,iPhone X,aftermarket-hard-oled,25,EUR,25,already ex-VAT,no,https://www.digitalteck.it/iphone-x/852-lcd-display-per-apple-iphone-x-hard-oled-nuovo-con-frame-0764022300158.html
dutchrepair.nl,Netherlands,iPhone 11 Pro,aftermarket-hard-oled,59.98,EUR,59.98,already ex-VAT,no,https://www.dutchrepair.nl/products/iphone-11-pro-display-hard-oled-scherm
dutchrepair.nl,Netherlands,iPhone 11 Pro,aftermarket-hard-oled,59.98,EUR,59.98,already ex-VAT,no,https://www.dutchrepair.nl/products/iphone-11-pro-display-hard-oled-scherm?variant=39984857710672
dutchrepair.nl,Netherlands,iPhone 11 Pro Max,aftermarket-oled,74.99,EUR,74.99,already ex-VAT,no,https://www.dutchrepair.nl/products/kopie-van-iphone-11-pro-max-scherm-compleet-reparatie-set-met-screenprotector
dutchrepair.nl,Netherlands,iPhone 11 Pro Max,aftermarket-oled,74.99,EUR,74.99,already ex-VAT,no,https://www.dutchrepair.nl/products/kopie-van-iphone-11-pro-max-scherm-compleet-reparatie-set-met-screenprotector
dutchrepair.nl,Netherlands,iPhone X,aftermarket-oled,46.9,EUR,46.9,already ex-VAT,no,https://www.dutchrepair.nl/products/iphone-x-oled-display-a-grade
dutchrepair.nl,Netherlands,iPhone X,aftermarket-oled,46.9,EUR,46.9,already ex-VAT,no,https://www.dutchrepair.nl/products/iphone-x-oled-display-a-grade?_pos=2&_sid=71efb8a83&_ss=r
el-telgsm.pl,Poland,iPhone 11,aftermarket-incell,99.989898,PLN,81.29,stripped 23% VAT,no,https://el-telgsm.pl/wyswietlacze-iphone/31911-wyswietlacz-lcd-iphone-11-6-1-full-hd-incell-change-ic-jk-czarny.html
el-telgsm.pl,Poland,iPhone 11,aftermarket-lcd,139.999953,PLN,113.82,stripped 23% VAT,no,https://el-telgsm.pl/wyswietlacze-iphone/25884-wyswietlacz-lcd-iphone-11-6-1-oncell-czarny.html
el-telgsm.pl,Poland,iPhone 11 Pro Max,aftermarket-incell,199.989882,PLN,162.59,stripped 23% VAT,no,https://el-telgsm.pl/wyswietlacze-iphone/31912-wyswietlacz-lcd-iphone-11-pro-max-6-5-full-hd-incell-change-ic-jk-czarny.html
el-telgsm.pl,Poland,iPhone 12 / 12 Pro,aftermarket-lcd,338.999931,PLN,275.61,stripped 23% VAT,no,https://el-telgsm.pl/wyswietlacze-iphone/22203-wyswietlacz-lcd-iphone-12---12-pro-6-1-czarny.html
el-telgsm.pl,Poland,iPhone 12 / 12 Pro,aftermarket-incell,109.989921,PLN,89.42,stripped 23% VAT,no,https://el-telgsm.pl/wyswietlacze-iphone/32758-wyswietlacz-lcd-iphone-12---12-pro-6-1-full-hd-incell-change-ic-jk-czarny.html
