Site,Country,Model,RepairType,Price,Currency,ExclVAT,VATBasis,Login,URL,CheapestForModelAtShop
ch-ios.ro,Romania,iphone 16 pro,refurb,1220.0,RON,1220.0,already ex-VAT,YES,https://www.ch-ios.ro/display-uri-si-touchscreen-iphone/display-cu-touchscreen-și-ramă-iphone-16-pro.html,no
ch-ios.ro,Romania,iphone 16 pro max,refurb,1435.0,RON,1435.0,already ex-VAT,YES,https://www.ch-ios.ro/display-cu-touchscreen-și-ramă-iphone-16-pro-max-original-reconditionat.html,YES
ch-ios.ro,Romania,iphone 16 pro max,refurb,1435.0,RON,1435.0,already ex-VAT,YES,https://www.ch-ios.ro/componente-109/display-cu-touchscreen-și-ramă-iphone-16-pro-max-original-reconditionat.html,no
ch-ios.ro,Romania,iphone 16 pro max,refurb,1435.0,RON,1435.0,already ex-VAT,YES,https://www.ch-ios.ro/display-uri-si-touchscreen-iphone/display-cu-touchscreen-și-ramă-iphone-16-pro-max-original-reconditionat.html,no
ch-ios.ro,Romania,iphone x,refurb,265.0,RON,265.0,already ex-VAT,YES,https://www.ch-ios.ro/display-cu-touchscreen-și-ramă-iphone-x-oled-original-reconditionat.html,YES
ch-ios.ro,Romania,iphone xr,refurb,195.0,RON,195.0,already ex-VAT,YES,https://www.ch-ios.ro/display-cu-touchscreen-și-ramă-iphone-xr-original-reconditionat.html,YES
ch-ios.ro,Romania,iphone xs,refurb,265.0,RON,265.0,already ex-VAT,YES,https://www.ch-ios.ro/display-cu-touchscreen-și-ramă-iphone-xs-oled-original-reconditionat.html,YES
ch-ios.ro,Romania,iphone xs max,refurb,370.0,RON,370.0,already ex-VAT,YES,https://www.ch-ios.ro/display-cu-touchscreen-și-ramă-iphone-xs-max-oled-original-reconditionat.html,YES
da-pieces.com,France,iphone xs max,original,61.99,EUR,61.99,VAT basis UNKNOWN — shown as listed,no,https://da-pieces.com/products/ecran-iphone-xs-max-soft-oled?_pos=22&_sid=1ffba179f&_ss=r,YES
doctor-smartphone.com,Italy,iphone 11,original,139.0,EUR,139.0,VAT basis UNKNOWN — shown as listed,no,https://www.doctor-smartphone.com/vendita-accessori-ricambi/,YES
doctor-smartphone.com,Italy,iphone xs max,original,199.0,EUR,199.0,VAT basis UNKNOWN — shown as listed,no,https://www.doctor-smartphone.com/vendita-accessori-ricambi/,YES
dutchrepair.nl,Netherlands,iPhone 11,original,45.99,EUR,45.99,already ex-VAT,no,https://www.dutchrepair.nl/products/kopie-van-iphone-11-scherm-a-kwaliteit-gratis-tempered-glass-screen-protector-gereedschap-framesticker-scherm-touchscreen-hoge-kwaliteit,YES
dutchrepair.nl,Netherlands,iPhone 11,original,45.99,EUR,45.99,already ex-VAT,no,https://www.dutchrepair.nl/products/kopie-van-iphone-11-scherm-a-kwaliteit-gratis-tempered-glass-screen-protector-gereedschap-framesticker-scherm-touchscreen-hoge-kwaliteit?variant=47847537017164,no
dutchrepair.nl,Netherlands,iphone 11,original,45.99,EUR,45.99,already ex-VAT,no,https://www.dutchrepair.nl/products/kopie-van-iphone-11-scherm-a-kwaliteit-gratis-tempered-glass-screen-protector-gereedschap-framesticker-scherm-touchscreen-hoge-kwaliteit?_pos=20&_sid=fa3ea38a9&_ss=r,YES
el-telgsm.pl,Poland,iPhone 11,original,234.989901,PLN,191.05,stripped 23% VAT,no,https://el-telgsm.pl/wyswietlacze-iphone/24403-wyswietlacz-lcd-iphone-11-6-1-service-pack-czarny.html,YES
el-telgsm.pl,Poland,iPhone 12 / 12 Pro,original,338.999931,PLN,275.61,stripped 23% VAT,no,https://el-telgsm.pl/wyswietlacze-iphone/34449-wyswietlacz-lcd-iphone-12---12-pro-6-1-service-pack-czarny.html,YES
el-telgsm.pl,Poland,iphone 12 pro,original,338.999931,PLN,275.61,stripped 23% VAT,no,https://el-telgsm.pl/wyswietlacze-iphone/34449-wyswietlacz-lcd-iphone-12---12-pro-6-1-service-pack-czarny.html,YES
emobilshop.sk,SK,iphone 11,original,39.9,,39.9,VAT basis UNKNOWN — shown as listed,no,https://www.emobilshop.sk/kategoria/nahradne-diely/,YES
engaro.sk,Slovakia,iphone 13,original,129.0,,129.0,VAT basis UNKNOWN — shown as listed,no,https://www.engaro.sk/p/apple-iphone-13-displej-dotykove-sklo-ram-incell,YES
fixdelar.se,Sweden,iphone xs,original,139.0,SEK,139.0,VAT basis UNKNOWN — shown as listed,no,https://fixdelar.se/,YES
fixerab2b.eu,Estonia,iphone 12,glass-changed,36.16,EUR,36.16,VAT basis UNKNOWN — shown as listed,no,https://fixerab2b.eu/,YES
fixerab2b.eu,Estonia,iphone 12,glass-changed,44.84,EUR,44.84,VAT basis UNKNOWN — shown as listed,no,https://fixerab2b.eu/,no
fixerab2b.eu,Estonia,iphone 13,glass-changed,13.0,EUR,13.0,VAT basis UNKNOWN — shown as listed,no,https://fixerab2b.eu/,YES
fixerab2b.eu,Estonia,iphone 13,glass-changed,42.97,EUR,42.97,VAT basis UNKNOWN — shown as listed,no,https://fixerab2b.eu/,no
fixerab2b.eu,Estonia,iphone 13 pro,glass-changed,61.7,EUR,61.7,VAT basis UNKNOWN — shown as listed,no,https://fixerab2b.eu/,YES
fixerab2b.eu,Estonia,iphone 13 pro,glass-changed,76.51,EUR,76.51,VAT basis UNKNOWN — shown as listed,no,https://fixerab2b.eu/,no
fixerab2b.eu,Estonia,iphone 14,glass-changed,14.0,EUR,14.0,VAT basis UNKNOWN — shown as listed,no,https://fixerab2b.eu/,YES
fixerab2b.eu,Estonia,iphone 14,glass-changed,46.45,EUR,46.45,VAT basis UNKNOWN — shown as listed,no,https://fixerab2b.eu/,no
fixerab2b.eu,Estonia,iphone 15,glass-changed,15.0,EUR,15.0,VAT basis UNKNOWN — shown as listed,no,https://fixerab2b.eu/,YES
fixerab2b.eu,Estonia,iphone 15,glass-changed,80.84,EUR,80.84,VAT basis UNKNOWN — shown as listed,no,https://fixerab2b.eu/,no
fixerab2b.eu,Estonia,iphone 15 plus,glass-changed,89.07,EUR,89.07,VAT basis UNKNOWN — shown as listed,no,https://fixerab2b.eu/,YES
fixerab2b.eu,Estonia,iphone 15 plus,glass-changed,110.45,EUR,110.45,VAT basis UNKNOWN — shown as listed,no,https://fixerab2b.eu/,no
fixerab2b.eu,Estonia,iphone 15 pro,glass-changed,143.36,EUR,143.36,VAT basis UNKNOWN — shown as listed,no,https://fixerab2b.eu/,YES
fixerab2b.eu,Estonia,iphone 15 pro,glass-changed,177.77,EUR,177.77,VAT basis UNKNOWN — shown as listed,no,https://fixerab2b.eu/,no
fixo.com.au,Australia,iphone 11,refurb,42.17,AUD,42.17,already ex-VAT,no,https://www.fixo.com.au/collections/iphone,YES
fixo.com.au,Australia,iphone 11 pro,refurb,98.31,EUR,98.31,already ex-VAT,no,/products/iphone-11-pro-lcd-screen-refurbished/products/iphone-11-pro-lcd-screen-refurbished?variant=35967548555423,YES
fixo.com.au,Australia,iphone 11 pro,refurb,98.4,AUD,98.4,already ex-VAT,no,https://www.fixo.com.au/collections/iphone,no
fixo.com.au,Australia,iphone 11 pro max,refurb,106.21,AUD,106.21,already ex-VAT,no,https://www.fixo.com.au/collections/iphone,YES
fixo.com.au,Australia,iphone x,refurb,74.94,AUD,74.94,already ex-VAT,no,https://www.fixo.com.au/collections/iphone,YES
fixo.com.au,Australia,iphone xr,refurb,43.7,AUD,43.7,already ex-VAT,no,https://www.fixo.com.au/collections/iphone,YES
fixo.com.au,Australia,iphone xs max,refurb,83.06,AUD,83.06,already ex-VAT,no,https://www.fixo.com.au/collections/iphone,YES
fixservis.sk,Slovakia,iphone 11,refurb,34.98,,34.98,no VAT (non-EU),no,https://www.fixservis.sk/nahradne-displeje-iphone/,YES
fmaparts.com.au,Australia,iphone 16 pro,refurb,316.95,AUD,316.95,already ex-VAT,no,https://www.fmaparts.com.au/refurbished-oled-touch-screen-digitizer-assembly-for-iphone-16-pro,YES
fmaparts.com.au,Australia,iphone 16 pro max,refurb,427.95,AUD,427.95,already ex-VAT,no,https://www.fmaparts.com.au/refurbished-oled-touch-screen-digitizer-assembly-for-iphone-16-pro-max,YES
fmaparts.com.au,Australia,iphone 16e,refurb,124.95,AUD,124.95,already ex-VAT,no,https://www.fmaparts.com.au/refurbished-oled-touch-screen-digitizer-assembly-for-iphone-16e-17e,YES
fonefunshop.com,UK,iphone 13,original,113.95,GBP,113.95,VAT basis UNKNOWN — shown as listed,no,https://www.fonefunshop.com/collections/iphone-screens,YES
fonix.at,Austria,iPhone 14 Pro,pulled,139.9,EUR,116.58,stripped 20% VAT,YES,https://fonix.at/products/lcd-display-fuer-iphone-14-pro-neu-pulled-ori-qualitaet?_pos=5&_sid=3e7624f42&_ss=r,YES
fonix.at,Austria,iPhone 15,refurb,149.9,EUR,124.92,stripped 20% VAT,YES,https://fonix.at/products/lcd-display-fuer-iphone-15-refurbished-ori-qualitaet?_pos=3&_sid=3e7624f42&_ss=r,YES
fonix.at,Austria,iPhone 15,pulled,154.9,EUR,129.08,stripped 20% VAT,YES,https://fonix.at/products/lcd-display-fuer-iphone-15-pulled-ori-qualitaet?_pos=1&_sid=3e7624f42&_ss=r,no
fonix.at,Austria,iPhone 15 Pro,pulled,255.9,EUR,213.25,stripped 20% VAT,YES,https://fonix.at/products/iphone-15-pro-lcd-display-original-pulled-premium?_pos=2&_sid=3e7624f42&_ss=r,YES
fonix.at,Austria,iPhone XS Max,refurb,44.9,EUR,37.42,stripped 20% VAT,YES,https://fonix.at/products/iphone-xs-max-lcd-display-refurbished-schwarz?_pos=4&_sid=3e7624f42&_ss=r,YES
fonix.at,Austria,iphone 11,pulled,34.9,EUR,29.08,stripped 20% VAT,YES,https://fonix.at/products/lcd-display-fuer-iphone-11-dtp-c3f-pulled-ori-schwarz?_pos=9&_sid=a208426e9&_ss=r,YES
fonix.at,Austria,iphone 13 pro max,original,299.9,EUR,249.92,stripped 20% VAT,YES,https://fonix.at/products/iphone-13-pro-max-display-inkl-sensorflex-service-pack?_pos=10&_sid=a208426e9&_ss=r,YES
fonix.at,Austria,iphone 14 pro,pulled,139.9,EUR,116.58,stripped 20% VAT,YES,https://fonix.at/products/lcd-display-fuer-iphone-14-pro-neu-pulled-ori-qualitaet?_pos=5&_sid=a208426e9&_ss=r,YES
fonix.at,Austria,iphone 15,refurb,149.9,EUR,124.92,stripped 20% VAT,YES,https://fonix.at/products/lcd-display-fuer-iphone-15-refurbished-ori-qualitaet?_pos=3&_sid=a208426e9&_ss=r,YES
fonix.at,Austria,iphone 15,pulled,154.9,EUR,129.08,stripped 20% VAT,YES,https://fonix.at/products/lcd-display-fuer-iphone-15-pulled-ori-qualitaet?_pos=1&_sid=a208426e9&_ss=r,no
fonix.at,Austria,iphone 15 pro,refurb,199.9,EUR,166.58,stripped 20% VAT,YES,https://fonix.at/products/iphone-15-pro-lcd-display-refurbished-original?variant=55586698199305,YES
fonix.at,Austria,iphone 15 pro,refurb,199.9,EUR,166.58,stripped 20% VAT,YES,https://fonix.at/products/iphone-15-pro-lcd-display-refurbished-original,no
fonix.at,Austria,iphone 15 pro,pulled,255.9,EUR,213.25,stripped 20% VAT,YES,https://fonix.at/products/iphone-15-pro-lcd-display-original-pulled-premium?variant=55586085568777,no
fonix.at,Austria,iphone 15 pro,pulled,255.9,EUR,213.25,stripped 20% VAT,YES,https://fonix.at/products/iphone-15-pro-lcd-display-original-pulled-premium,no
fonix.at,Austria,iphone 15 pro,pulled,255.9,EUR,213.25,stripped 20% VAT,YES,https://fonix.at/products/iphone-15-pro-lcd-display-original-pulled-premium?_pos=2&_sid=a208426e9&_ss=r,no
fonix.at,Austria,iphone 16 pro max,original,360.0,EUR,300.0,stripped 20% VAT,YES,https://fonix.at/products/iphone-16-pro-max-original-display-service-pack-100-apple-qualitat?_pos=6&_sid=a208426e9&_ss=r,YES
fonix.at,Austria,iphone xs,pulled,52.9,EUR,44.08,stripped 20% VAT,YES,https://fonix.at/products/lcd-display-fuer-iphone-xs-pulled-ori-schwarz?_pos=7&_sid=a208426e9&_ss=r,YES
fonix.at,Austria,iphone xs max,refurb,44.9,EUR,37.42,stripped 20% VAT,YES,https://fonix.at/products/iphone-xs-max-lcd-display-refurbished-schwarz?_pos=4&_sid=a208426e9&_ss=r,YES
fonix.at,Austria,iphone xs max,pulled,49.9,EUR,41.58,stripped 20% VAT,YES,https://fonix.at/products/iphone-xs-max-display-original-pulled-neu?_pos=8&_sid=a208426e9&_ss=r,no
fonparts.pl,Poland,iphone 16,glass-changed,16.22,PLN,16.22,already ex-VAT,no,https://fonparts.pl/pl/c/Wyswietlacze/59,YES
g-sp.se,Sweden,iphone 12 pro max,original,189.0,SEK,189.0,VAT basis UNKNOWN — shown as listed,YES,https://www.g-sp.se/privat/rv-battery-iphone-12-pro-max-3687mah-diagnostic-pass-original.html,YES
g-sp.se,Sweden,iphone 13,original,169.0,SEK,169.0,VAT basis UNKNOWN — shown as listed,YES,https://www.g-sp.se/privat/rv-battery-iphone-13-3227mah-diagnostic-pass-original.html,YES
g-sp.se,Sweden,iphone 13 mini,original,149.0,SEK,149.0,VAT basis UNKNOWN — shown as listed,YES,https://www.g-sp.se/privat/rv-battery-iphone-13-mini-2406mah-diagnostic-pass-original.html,YES
g-sp.se,Sweden,iphone 13 pro max,original,209.0,SEK,209.0,VAT basis UNKNOWN — shown as listed,YES,https://www.g-sp.se/privat/rv-battery-iphone-13-pro-max-4352mah-diagnostic-pass-original.html,YES
geekon.gr,Greece,iPhone 14 Pro Max,original,399,EUR,399,VAT basis UNKNOWN — shown as listed,no,https://www.geekon.gr/gnisia-othoni-me-michanismo-afis-lcd-with-touch-screen-gia-iphone-14-pro-max-mavro-service-pack-can-calibrate-on-ios18-1,YES
gsm-club.pl,Poland,iphone 13 mini,glass-changed,1.99,PLN,1.62,stripped 23% VAT,no,https://gsm-club.pl/,YES
gsm55.de,Germany,iphone 16 pro,original,379.0,EUR,379.0,VAT basis UNKNOWN — shown as listed,no,https://www.gsm55.de/ersatzteile-fuer-iphone.html,YES
gsmmobile.co.uk,UK,iphone 11 pro,original,13.0,GBP,13.0,VAT basis UNKNOWN — shown as listed,no,https://gsmmobile.co.uk/products/genuine-ncc-prime-lcd-for-iphone-11-pro-fhd-display,YES
gsmmobile.co.uk,UK,iphone 11 pro max,original,15.0,GBP,15.0,VAT basis UNKNOWN — shown as listed,no,https://gsmmobile.co.uk/products/genuine-ncc-prime-lcd-for-iphone-11-pro-max-fhd-display,YES
gsmmobile.co.uk,UK,iphone 12 pro,original,15.0,GBP,15.0,VAT basis UNKNOWN — shown as listed,no,https://gsmmobile.co.uk/products/genuine-ncc-prime-for-iphone-12-lcd-fhd-display,YES
gsmmobile.co.uk,UK,iphone 12 pro max,original,20.0,GBP,20.0,VAT basis UNKNOWN — shown as listed,no,https://gsmmobile.co.uk/products/genuine-ncc-prime-lcd-for-iphone-12-pro-max-fhd-display,YES
gsmmobile.co.uk,UK,iphone 13 pro,original,23.0,GBP,23.0,VAT basis UNKNOWN — shown as listed,no,https://gsmmobile.co.uk/products/genuine-ncc-prime-for-iphone-13-pro-lcd-fhd-display,YES
gsmmobile.co.uk,UK,iphone 14,original,18.0,GBP,18.0,VAT basis UNKNOWN — shown as listed,no,https://gsmmobile.co.uk/products/genuine-ncc-prime-for-iphone-14-lcd-fhd-display,YES
gsmmobile.co.uk,UK,iphone 14 plus,original,20.0,GBP,20.0,VAT basis UNKNOWN — shown as listed,no,https://gsmmobile.co.uk/products/genuine-ncc-prime-for-iphone-14-plus-lcd-fhd-display,YES
gsmmobile.co.uk,UK,iphone 15,original,22.0,GBP,22.0,VAT basis UNKNOWN — shown as listed,no,https://gsmmobile.co.uk/products/genuine-ncc-prime-for-iphone-15-lcd-fhd-display,YES
gsmmobile.co.uk,UK,iphone 15 plus,original,25.0,GBP,25.0,VAT basis UNKNOWN — shown as listed,no,https://gsmmobile.co.uk/products/genuine-ncc-prime-for-iphone-15-plus-lcd-fhd-display,YES
gsmmobile.co.uk,UK,iphone 15 pro,original,30.0,GBP,30.0,VAT basis UNKNOWN — shown as listed,no,https://gsmmobile.co.uk/products/genuine-ncc-prime-for-iphone-15-pro-lcd-fhd-display,YES
gsmmobile.co.uk,UK,iphone 16,original,45.0,GBP,45.0,VAT basis UNKNOWN — shown as listed,no,https://gsmmobile.co.uk/products/genuine-ncc-prime-for-iphone-16-lcd-fhd-display?variant=55431156433220,YES
gsmmobile.co.uk,UK,iphone 16 plus,original,50.0,GBP,50.0,VAT basis UNKNOWN — shown as listed,no,https://gsmmobile.co.uk/products/genuine-ncc-prime-for-iphone-16-plus-lcd-fhd-display?variant=55431159710020,YES
gsmmobile.co.uk,UK,iphone 16 pro,original,110.0,GBP,110.0,VAT basis UNKNOWN — shown as listed,no,https://gsmmobile.co.uk/products/genuine-ncc-prime-for-iphone-16-pro-lcd-fhd-display?variant=55431161741636,YES
gsmmobile.co.uk,UK,iphone 16 pro max,original,80.0,GBP,80.0,VAT basis UNKNOWN — shown as listed,no,https://gsmmobile.co.uk/products/genuine-ncc-prime-for-iphone-16-pro-max-lcd-fhd-display,YES
gsmmobile.co.uk,UK,iphone x,original,11.0,GBP,11.0,VAT basis UNKNOWN — shown as listed,no,https://gsmmobile.co.uk/products/genuine-ncc-prime-for-iphone-x-lcd-fhd-display?_pos=5&_sid=530e09488&_ss=r,YES
gsmmobile.co.uk,UK,iphone xr,original,11.0,GBP,11.0,VAT basis UNKNOWN — shown as listed,no,https://gsmmobile.co.uk/products/genuine-ncc-prime-for-iphone-xr-lcd-fhd-display,YES
gsmmobile.co.uk,UK,iphone xs max,original,14.0,GBP,14.0,VAT basis UNKNOWN — shown as listed,no,https://gsmmobile.co.uk/products/genuine-ncc-prime-lcd-for-iphone-xs-max-fhd-display,YES
gsmok.com,Poland,iphone 11,glass-changed,27.49,PLN,27.49,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,YES
gsmok.com,Poland,iphone 11,glass-changed,33.81,PLN,33.81,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,no
gsmok.com,Poland,iphone 11 pro,glass-changed,60.31,PLN,60.31,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,YES
gsmok.com,Poland,iphone 11 pro,glass-changed,74.18,PLN,74.18,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,no
gsmok.com,Poland,iphone 11 pro max,glass-changed,75.8,PLN,75.8,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,YES
gsmok.com,Poland,iphone 11 pro max,glass-changed,93.23,PLN,93.23,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,no
gsmok.com,Poland,iphone 12,glass-changed,61.43,PLN,61.43,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,YES
gsmok.com,Poland,iphone 12,glass-changed,75.56,PLN,75.56,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,no
gsmok.com,Poland,iphone 12 mini,glass-changed,67.63,PLN,67.63,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,YES
gsmok.com,Poland,iphone 12 mini,glass-changed,83.18,PLN,83.18,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,no
gsmok.com,Poland,iphone 13,original,51.05,PLN,51.05,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,YES
gsmok.com,Poland,iphone 13,original,62.79,PLN,62.79,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,no
gsmok.com,Poland,iphone 13,glass-changed,78.61,PLN,78.61,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,no
gsmok.com,Poland,iphone 13,glass-changed,96.7,PLN,96.7,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,no
gsmok.com,Poland,iphone 13 pro,glass-changed,95.12,PLN,95.12,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,YES
gsmok.com,Poland,iphone 13 pro,glass-changed,117.0,PLN,117.0,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,no
gsmok.com,Poland,iphone 13 pro max,glass-changed,118.48,PLN,118.48,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,YES
gsmok.com,Poland,iphone 13 pro max,glass-changed,145.73,PLN,145.73,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,no
gsmok.com,Poland,iphone 14,glass-changed,84.53,PLN,84.53,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,YES
gsmok.com,Poland,iphone 14,glass-changed,103.97,PLN,103.97,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,no
gsmok.com,Poland,iphone 14 plus,glass-changed,113.22,PLN,113.22,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,YES
gsmok.com,Poland,iphone 14 plus,glass-changed,131.66,PLN,131.66,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,no
gsmok.com,Poland,iphone 14 plus,glass-changed,139.26,PLN,139.26,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,no
gsmok.com,Poland,iphone 14 plus,glass-changed,161.94,PLN,161.94,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,no
gsmok.com,Poland,iphone 14 pro max,glass-changed,167.2,PLN,167.2,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,YES
gsmok.com,Poland,iphone 14 pro max,glass-changed,205.66,PLN,205.66,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,no
gsmok.com,Poland,iphone 15 plus,glass-changed,135.6,PLN,135.6,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,YES
gsmok.com,Poland,iphone 15 plus,glass-changed,166.79,PLN,166.79,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,no
gsmok.com,Poland,iphone 15 pro,glass-changed,229.07,PLN,229.07,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,YES
gsmok.com,Poland,iphone 15 pro,glass-changed,281.75,PLN,281.75,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,no
gsmok.com,Poland,iphone 15 pro max,glass-changed,260.65,PLN,260.65,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,YES
gsmok.com,Poland,iphone 15 pro max,glass-changed,320.6,PLN,320.6,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,no
gsmok.com,Poland,iphone 16,glass-changed,189.56,PLN,189.56,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,YES
gsmok.com,Poland,iphone 16,glass-changed,233.16,PLN,233.16,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,no
gsmok.com,Poland,iphone 16 plus,glass-changed,131.39,PLN,131.39,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,YES
gsmok.com,Poland,iphone 16 plus,glass-changed,161.61,PLN,161.61,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,no
gsmok.com,Poland,iphone 16 pro,glass-changed,193.52,PLN,193.52,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,YES
gsmok.com,Poland,iphone 16 pro,glass-changed,238.03,PLN,238.03,already ex-VAT,no,https://gsmok.com/en/lcd-iphone-c095,no
gsmok.pl,Poland,iphone 13 pro max,refurb,513.0,PLN,513.0,VAT basis UNKNOWN — shown as listed,no,https://gsmok.pl/wyswietlacze-iphone-apple-p18-c095,YES
gsmok.pl,Poland,iphone 14,refurb,366.01,PLN,366.01,VAT basis UNKNOWN — shown as listed,no,https://gsmok.pl/wyswietlacze-iphone-apple-p18-c095,YES
gsmok.pl,Poland,iphone 15 pro,refurb,991.86,PLN,991.86,VAT basis UNKNOWN — shown as listed,no,https://gsmok.pl/wyswietlacze-iphone-apple-p18-c095,YES
gsmok.pl,Poland,iphone 15 pro,refurb,1219.99,PLN,1219.99,VAT basis UNKNOWN — shown as listed,no,https://gsmok.pl/wyswietlacze-iphone-apple-p18-c095,no
gsmok.pl,Poland,iphone 15 pro max,refurb,1128.61,PLN,1128.61,VAT basis UNKNOWN — shown as listed,no,https://gsmok.pl/wyswietlacze-iphone-apple-p18-c095,YES
gsmok.pl,Poland,iphone 15 pro max,refurb,1388.19,PLN,1388.19,VAT basis UNKNOWN — shown as listed,no,https://gsmok.pl/wyswietlacze-iphone-apple-p18-c095,no
gsmok.pl,Poland,iphone 16,refurb,820.8,PLN,820.8,VAT basis UNKNOWN — shown as listed,no,https://gsmok.pl/wyswietlacze-iphone-apple-p18-c095,YES
gsmok.pl,Poland,iphone 16,refurb,1009.59,PLN,1009.59,VAT basis UNKNOWN — shown as listed,no,https://gsmok.pl/wyswietlacze-iphone-apple-p18-c095,no
gsmok.pl,Poland,iphone 16 plus,refurb,568.93,PLN,568.93,VAT basis UNKNOWN — shown as listed,no,https://gsmok.pl/wyswietlacze-iphone-apple-p18-c095,YES
gsmok.pl,Poland,iphone 16 plus,refurb,699.79,PLN,699.79,VAT basis UNKNOWN — shown as listed,no,https://gsmok.pl/wyswietlacze-iphone-apple-p18-c095,no
gsmok.pl,Poland,iphone 16 pro,refurb,837.96,PLN,837.96,VAT basis UNKNOWN — shown as listed,no,https://gsmok.pl/wyswietlacze-iphone-apple-p18-c095,YES
gsmok.pl,Poland,iphone 16 pro,refurb,1030.69,PLN,1030.69,VAT basis UNKNOWN — shown as listed,no,https://gsmok.pl/wyswietlacze-iphone-apple-p18-c095,no
handy-reparatur-shop.de,DE,iphone xs max,refurb,249.99,,249.99,VAT basis UNKNOWN — shown as listed,no,https://parts4repair.de/iphone-xs-max-display-refurbished,YES
handyschmiede.de,Germany,iPhone 15 Pro,pulled,806.53,EUR,806.53,already ex-VAT,no,https://handyschmiede.de/products/iphone-15-pro-pulled-displayeinheit-schwarz-programmierbar,YES
handyschmiede.de,Germany,iphone 12 pro max,original,471.84,EUR,471.84,already ex-VAT,no,https://handyschmiede.de/products/iphone-12-pro-max-displayeinheit-mit-sensorflex-service-pack-ios-18-konfiguration,YES
handyschmiede.de,Germany,iphone 13 pro,original,363.55,EUR,363.55,already ex-VAT,no,https://handyschmiede.de/products/iphone-13-pro-displayeinheit-mit-sensorflex-service-pack-ios-18-konfiguration,YES
handyschmiede.de,Germany,iphone 13 pro max,original,440.9,EUR,440.9,already ex-VAT,no,https://handyschmiede.de/products/iphone-13-pro-max-displayeinheit-mit-sensorflex-service-pack-ios-18-konfiguration,YES
handyschmiede.de,Germany,iphone 14,original,317.14,EUR,317.14,already ex-VAT,no,https://handyschmiede.de/products/iphone-14-displayeinheit-mit-sensorflex-service-pack-ios-18-konfiguration,YES
handyschmiede.de,Germany,iphone 14 pro,original,437.8,EUR,437.8,already ex-VAT,no,https://handyschmiede.de/products/iphone-14-pro-displayeinheit-mit-sensorflex-service-pack-ios-18-konfiguration,YES
handyschmiede.de,Germany,iphone 14 pro max,pulled,365.78,EUR,365.78,already ex-VAT,no,https://handyschmiede.de/products/oled-displayeinheit-pulled-mit-sensorflex-kompatibel-fur-iphone-14-pro-max,YES
handyschmiede.de,Germany,iphone 14 pro max,refurb,368.19,EUR,368.19,already ex-VAT,no,https://handyschmiede.de/products/iphone-14-pro-max-oled-refurbished-displayeinheit-schwarz,no
handyschmiede.de,Germany,iphone 14 pro max,pulled,425.43,EUR,425.43,already ex-VAT,no,https://handyschmiede.de/products/iphone-14-pro-max-oled-pulled-neu-displayeinheit-schwarz,no
handyschmiede.de,Germany,iphone 14 pro max,original,502.78,EUR,502.78,already ex-VAT,no,https://handyschmiede.de/products/iphone-14-pro-max-displayeinheit-mit-sensorflex-service-pack-ios-18-konfiguration,no
handyschmiede.de,Germany,iphone 15,original,371.28,EUR,371.28,already ex-VAT,no,https://handyschmiede.de/products/iphone-15-displayeinheit-mit-sensorflex-service-pack-ios-18-konfiguration,YES
