Site,Country,Type,Model,Category,List,Login,Price,Currency,URL
ilevante.com,Spain,shop,iphone 13,unknown,aftermarket,no,12.5,EUR,https://www.ilevante.com/repuestos-iphone-13
ilevante.com,Spain,shop,iphone 13,aftermarket-oled,aftermarket,no,36.9,EUR,https://www.ilevante.com/repuestos-iphone-13
therepairplus.com,UK,shop,iphone 16,aftermarket-oled,aftermarket,no,139.98,GBP,https://therepairplus.com/collections/iphone-screen-replacement
ilevante.com,Spain,shop,iphone 13,unknown,aftermarket,no,10.5,EUR,https://www.ilevante.com/repuestos-iphone-13
ilevante.com,Spain,shop,iphone 13,unknown,aftermarket,no,22.75,EUR,https://www.ilevante.com/repuestos-iphone-13
ilevante.com,Spain,shop,iphone x,unknown,aftermarket,no,2.75,EUR,https://www.ilevante.com/repuestos-iphone-13
ilevante.com,Spain,shop,iphone 13,unknown,aftermarket,no,27.99,EUR,https://www.ilevante.com/repuestos-iphone-13
ilevante.com,Spain,shop,iphone 13,unknown,aftermarket,no,16.0,EUR,https://www.ilevante.com/repuestos-iphone-13
ilevante.com,Spain,shop,iphone 13,unknown,aftermarket,no,68.49,EUR,https://www.ilevante.com/repuestos-iphone-13
ilevante.com,Spain,shop,iphone 13,unknown,aftermarket,no,6.5,EUR,https://www.ilevante.com/repuestos-iphone-13
therepairplus.com,UK,shop,iphone 16 plus,aftermarket-oled,aftermarket,no,145.98,GBP,https://therepairplus.com/collections/iphone-screen-replacement
therepairplus.com,UK,shop,iphone 14 pro max,aftermarket-oled,aftermarket,no,145.98,GBP,https://therepairplus.com/collections/iphone-screen-replacement
therepairplus.com,UK,shop,iphone 13 pro,unknown,aftermarket,no,59.98,GBP,https://therepairplus.com/collections/iphone-screen-replacement
therepairplus.com,UK,shop,iphone 15 pro max,unknown,aftermarket,no,49.98,GBP,https://therepairplus.com/collections/iphone-screen-replacement
therepairplus.com,UK,shop,iphone 15 pro max,aftermarket-lcd,aftermarket,no,39.98,GBP,https://therepairplus.com/collections/iphone-screen-replacement
therepairplus.com,UK,shop,iphone 15 plus,aftermarket-lcd,aftermarket,no,25.98,GBP,https://therepairplus.com/collections/iphone-screen-replacement
therepairplus.com,UK,shop,iphone 15 pro,aftermarket-lcd,aftermarket,no,29.98,GBP,https://therepairplus.com/collections/iphone-screen-replacement
therepairplus.com,UK,shop,iphone 16 pro,aftermarket-lcd,aftermarket,no,45.98,GBP,https://therepairplus.com/collections/iphone-screen-replacement
therepairplus.com,UK,shop,iphone 15 plus,unknown,aftermarket,no,34.98,GBP,https://therepairplus.com/collections/iphone-screen-replacement
thescreensurgery.com,UK,shop,iphone 12 pro,aftermarket-soft-oled,aftermarket,no,47.95,GBP,https://thescreensurgery.com/collections/value-screens
thescreensurgery.com,UK,shop,iphone xr,original,A,no,14.95,GBP,https://thescreensurgery.com/collections/value-screens
thescreensurgery.com,UK,shop,iphone 15,original,A,no,26.95,GBP,https://thescreensurgery.com/collections/value-screens
onlinemobileparts.com.au,Australia,shop,iphone 13 mini,unknown,aftermarket,no,8.0,AUD,https://www.onlinemobileparts.com.au/iphone-13-mini-clear-tempered-glass-screen-protectors
thescreensurgery.com,UK,shop,iphone 14,aftermarket-soft-oled,aftermarket,no,47.95,GBP,https://thescreensurgery.com/collections/value-screens
thescreensurgery.com,UK,shop,iphone 11,original,A,no,14.95,GBP,https://thescreensurgery.com/collections/value-screens
thescreensurgery.com,UK,shop,iphone 13 pro,aftermarket-soft-oled,aftermarket,no,53.95,GBP,https://thescreensurgery.com/collections/value-screens
thescreensurgery.com,UK,shop,iphone 11 pro max,aftermarket-soft-oled,aftermarket,no,41.95,GBP,https://thescreensurgery.com/collections/value-screens
thescreensurgery.com,UK,shop,iphone 16,aftermarket-soft-oled,aftermarket,no,53.95,GBP,https://thescreensurgery.com/collections/value-screens
thescreensurgery.com,UK,shop,iphone xs,original,A,no,17.95,GBP,https://thescreensurgery.com/collections/value-screens
thescreensurgery.com,UK,shop,iphone 11 pro,original,A,no,20.95,GBP,https://thescreensurgery.com/collections/value-screens
thescreensurgery.com,UK,shop,iphone x,original,A,no,17.95,GBP,https://thescreensurgery.com/collections/value-screens
goodtech.co.nz,New Zealand,shop,iphone 13 mini,unknown,aftermarket,no,99.0,,https://www.goodtech.co.nz/collections/repairs
goodtech.co.nz,New Zealand,shop,iphone 13,unknown,aftermarket,no,99.0,,https://www.goodtech.co.nz/collections/repairs
goodtech.co.nz,New Zealand,shop,iphone 12,unknown,aftermarket,no,99.0,,https://www.goodtech.co.nz/collections/repairs
goodtech.co.nz,New Zealand,shop,iphone 13 pro,unknown,aftermarket,no,109.0,,https://www.goodtech.co.nz/collections/repairs
goodtech.co.nz,New Zealand,shop,iphone 12 pro max,unknown,aftermarket,no,129.0,,https://www.goodtech.co.nz/collections/repairs
goodtech.co.nz,New Zealand,shop,iphone 12 pro,unknown,aftermarket,no,109.0,,https://www.goodtech.co.nz/collections/repairs
goodtech.co.nz,New Zealand,shop,iphone 11 pro max,unknown,aftermarket,no,129.0,,https://www.goodtech.co.nz/collections/repairs
repairpartsusa.com,USA,shop,iphone 16 pro,aftermarket-lcd,aftermarket,no,39.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 16,unknown,aftermarket,no,119.49,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 15 pro max,aftermarket-lcd,aftermarket,no,41.59,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 16,aftermarket-lcd,aftermarket,no,34.99,USD,https://repairpartsusa.com/collections/iphone-screens
goodtech.co.nz,New Zealand,shop,iphone xr,unknown,aftermarket,no,99.0,,https://www.goodtech.co.nz/collections/repairs
repairpartsusa.com,USA,shop,iphone 16,aftermarket-soft-oled,aftermarket,no,75.59,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 15 pro max,aftermarket-soft-oled,aftermarket,no,95.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 16 pro,aftermarket-soft-oled,aftermarket,no,74.99,USD,https://repairpartsusa.com/collections/iphone-screens
goodtech.co.nz,New Zealand,shop,iphone 11 pro,unknown,aftermarket,no,109.0,,https://www.goodtech.co.nz/collections/repairs
repairpartsusa.com,USA,shop,iphone 15,aftermarket-lcd,aftermarket,no,23.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 15,aftermarket-soft-oled,aftermarket,no,79.39,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 15 pro,aftermarket-hard-oled,aftermarket,no,67.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 15 pro,aftermarket-lcd,aftermarket,no,35.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 15,aftermarket-hard-oled,aftermarket,no,61.19,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 15 pro,aftermarket-soft-oled,aftermarket,no,95.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 14 pro max,aftermarket-lcd,aftermarket,no,39.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 14 pro max,aftermarket-hard-oled,aftermarket,no,87.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 15,unknown,aftermarket,no,76.49,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 16 plus,aftermarket-lcd,aftermarket,no,37.99,USD,https://repairpartsusa.com/collections/iphone-screens
pantallarota.es,Spain,shop,iphone xs,unknown,aftermarket,YES,139.0,EUR,https://pantallarota.es/product/pantalla-iphone-x-iphone-xs/
repairpartsusa.com,USA,shop,iphone 14 pro max,aftermarket-soft-oled,aftermarket,no,79.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 14 plus,aftermarket-lcd,aftermarket,no,23.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 14 pro,aftermarket-hard-oled,aftermarket,no,71.59,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 13,aftermarket-soft-oled,aftermarket,no,45.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 13 pro max,aftermarket-lcd,aftermarket,no,31.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 13 pro max,aftermarket-hard-oled,aftermarket,no,39.59,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 14,aftermarket-hard-oled,aftermarket,no,39.19,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 13 pro,aftermarket-lcd,aftermarket,no,31.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 13 mini,aftermarket-incell,aftermarket,no,31.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 14,aftermarket-soft-oled,aftermarket,no,44.79,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 13,unknown,aftermarket,no,49.49,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 13,unknown,aftermarket,no,57.49,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 12 pro max,aftermarket-incell,aftermarket,no,26.79,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 13 pro,aftermarket-soft-oled,aftermarket,no,55.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 12 pro max,aftermarket-hard-oled,aftermarket,no,46.39,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 13 mini,aftermarket-hard-oled,aftermarket,no,47.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 12 pro max,aftermarket-soft-oled,aftermarket,no,53.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 11 pro max,aftermarket-lcd,aftermarket,no,20.39,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 12 pro,aftermarket-soft-oled,aftermarket,no,47.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 11 pro,aftermarket-lcd,aftermarket,no,19.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 12 mini,aftermarket-hard-oled,aftermarket,no,43.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 11 pro,aftermarket-hard-oled,aftermarket,no,38.39,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone xs max,aftermarket-lcd,aftermarket,no,19.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone xs max,aftermarket-soft-oled,aftermarket,no,47.19,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone xr,aftermarket-lcd,aftermarket,no,15.19,USD,https://repairpartsusa.com/collections/iphone-screens
ifixit.com,USA,shop,iphone 14 pro max,unknown,aftermarket,no,44.0,USD,https://www.ifixit.com/Parts/iPhone/Screens
repairpartsusa.com,USA,shop,iphone xr,aftermarket-lcd,aftermarket,no,17.99,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone x,aftermarket-lcd,aftermarket,no,14.79,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone x,aftermarket-soft-oled,aftermarket,no,42.39,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 12 mini,aftermarket-incell,aftermarket,no,38.39,USD,https://repairpartsusa.com/collections/iphone-screens
repairpartsusa.com,USA,shop,iphone 13 pro max,aftermarket-soft-oled,aftermarket,no,46.39,USD,https://repairpartsusa.com/collections/iphone-screens
ifixit.com,USA,shop,iphone 13,unknown,aftermarket,no,80.0,USD,https://www.ifixit.com/Parts/iPhone/Screens
ifixit.com,USA,shop,iphone 15 pro max,unknown,aftermarket,no,33.0,USD,https://www.ifixit.com/Parts/iPhone/Screens
ifixit.com,USA,shop,iphone 15 pro,unknown,aftermarket,no,40.0,USD,https://www.ifixit.com/Parts/iPhone/Screens
ifixit.com,USA,shop,iphone 14 pro max,unknown,aftermarket,no,88.0,USD,https://www.ifixit.com/Parts/iPhone/Screens
ifixit.com,USA,shop,iphone 15 pro max,unknown,aftermarket,no,26.0,USD,https://www.ifixit.com/Parts/iPhone/Screens
ifixit.com,USA,shop,iphone 15,unknown,aftermarket,no,261.0,USD,https://www.ifixit.com/Parts/iPhone/Screens
doctor-smartphone.com,Italy,shop,iphone xs,aftermarket-oled,aftermarket,no,119.0,EUR,https://www.doctor-smartphone.com/vendita-accessori-ricambi/
ifixit.com,USA,shop,iphone 16 pro max,unknown,aftermarket,no,3.0,USD,https://www.ifixit.com/Parts/iPhone/Screens
ifixit.com,USA,shop,iphone 16 pro,unknown,aftermarket,no,129.99,USD,https://www.ifixit.com/Parts/iPhone/Screens
ifixit.com,USA,shop,iphone 16 pro max,unknown,aftermarket,no,34.0,USD,https://www.ifixit.com/Parts/iPhone/Screens
ifixit.com,USA,shop,iphone 13 pro max,unknown,aftermarket,no,27.0,USD,https://www.ifixit.com/Parts/iPhone/Screens
ifixit.com,USA,shop,iphone 16 pro,unknown,aftermarket,no,249.0,USD,https://www.ifixit.com/Parts/iPhone/Screens
ifixit.com,USA,shop,iphone 13 mini,unknown,aftermarket,no,33.0,USD,https://www.ifixit.com/Parts/iPhone/Screens
ifixit.com,USA,shop,iphone 12 mini,unknown,aftermarket,no,25.0,USD,https://www.ifixit.com/Parts/iPhone/Screens
ifixit.com,USA,shop,iphone 12 mini,unknown,aftermarket,no,44.0,USD,https://www.ifixit.com/Parts/iPhone/Screens
ifixit.com,USA,shop,iphone 15 plus,unknown,aftermarket,no,4.0,USD,https://www.ifixit.com/Parts/iPhone/Screens
mdparts.com.au,Australia,shop,iphone 15 pro max,aftermarket-incell,aftermarket,no,39.5,AUD,https://mdparts.com.au/products/iphone-15-pro-max-120hz-prime-incell-screen-assembly
ifixit.com,USA,shop,iphone 11 pro,unknown,aftermarket,no,59.0,USD,https://www.ifixit.com/Parts/iPhone/Screens
mdparts.com.au,Australia,shop,iphone 15 pro max,aftermarket-incell,aftermarket,no,40.7,AUD,https://mdparts.com.au/products/iphone-15-pro-max-colorx-incell-screen-assembly
mdparts.com.au,Australia,shop,iphone 15 pro max,aftermarket-soft-oled,aftermarket,no,58.01,AUD,https://mdparts.com.au/products/120hz-iphone-15-pro-max-soft-oled-aftermarket-assembly
mdparts.com.au,Australia,shop,iphone 15 pro max,aftermarket-soft-oled,aftermarket,no,95.48,AUD,https://mdparts.com.au/products/120hz-iphone-15-pro-max-soft-oledaftermarket-assembly-self-configuration
mdparts.com.au,Australia,shop,iphone 15 pro max,aftermarket-incell,aftermarket,no,38.87,AUD,https://mdparts.com.au/products/iphone-15-pro-max-jk-incell-screen-assembly
mdparts.com.au,Australia,shop,iphone 15 pro max,aftermarket-soft-oled,aftermarket,no,63.88,AUD,https://mdparts.com.au/products/120hz-iphone-15-pro-max-prime-soft-oled-screen-assembly
mdparts.com.au,Australia,shop,iphone 15 pro max,refurb,A,no,328.9,AUD,https://mdparts.com.au/products/iphone-15-pro-max-refurbished-screen-assembly-blemished
mdparts.com.au,Australia,shop,iphone 15 pro max,original,A,no,588.5,AUD,https://mdparts.com.au/products/iphone-15-pro-max-service-pack-screen-assembly
mobiiliabi.ee,Estonia,shop,iphone 12 pro max,aftermarket-oled,aftermarket,YES,75.99,EUR,https://mobiiliabi.ee/toode/lcd-screen-for-iphone-12-pro-max-with-touch-screen-premium-oled-self-diagnosable/
mobiiliabi.ee,Estonia,shop,iphone 12 mini,aftermarket-incell,aftermarket,YES,43.99,EUR,https://mobiiliabi.ee/toode/lcd-screen-for-iphone-12-mini-with-touch-screen-incell-removable-ic/
mobiiliabi.ee,Estonia,shop,iphone 12 pro,aftermarket-oled,aftermarket,YES,47.99,EUR,https://mobiiliabi.ee/toode/lcd-screen-for-iphone-12-12-pro-with-touch-screen-oled-removable-ic/
el-telgsm.pl,Poland,shop,iphone 15 pro,aftermarket-lcd,aftermarket,no,169.989936,PLN,https://el-telgsm.pl/wyswietlacze-iphone/34092-wyswietlacz-lcd-iphone-15-pro-6-1-zy-ltps-ic-transferable-czarny.html
mobiiliabi.ee,Estonia,shop,iphone 13,aftermarket-oled,aftermarket,YES,69.99,EUR,https://mobiiliabi.ee/toode/lcd-screen-for-iphone-13-with-touch-screen-premium-oled-self-diagnosable/
mobiiliabi.ee,Estonia,shop,iphone 13,aftermarket-oled,aftermarket,YES,60.99,EUR,https://mobiiliabi.ee/toode/lcd-screen-for-iphone-13-with-touch-screen-premium-oled-removable-ic/
mobiiliabi.ee,Estonia,shop,iphone 13 pro,aftermarket-incell,aftermarket,YES,39.99,EUR,https://mobiiliabi.ee/toode/lcd-screen-for-iphone-13-pro-with-touch-screen-incell-120hz-removable-ic/
mobiiliabi.ee,Estonia,shop,iphone 13 pro,aftermarket-oled,aftermarket,YES,66.99,EUR,https://mobiiliabi.ee/toode/lcd-screen-for-iphone-13-pro-with-touch-screen-premium-oled-removable-ic/
phonexperts.ng,Nigeria,shop,iphone 13,unknown,aftermarket,YES,2300.0,NGN,https://phonexperts.ng/product/2-pcs-rear-camera-glass-lens-metal-outside-protector-hoop-ring-for-iphone-13blue/
mobiiliabi.ee,Estonia,shop,iphone 14,aftermarket-oled,aftermarket,YES,68.99,EUR,https://mobiiliabi.ee/toode/lcd-screen-for-iphone-14-with-touch-screen-premium-oled-self-diagnosable/
mobiiliabi.ee,Estonia,shop,iphone 13 pro,aftermarket-oled,aftermarket,YES,56.99,EUR,https://mobiiliabi.ee/toode/lcd-screen-for-iphone-13-pro-with-touch-screen-oled-removable-ic/
mobiiliabi.ee,Estonia,shop,iphone 14,aftermarket-oled,aftermarket,YES,58.99,EUR,https://mobiiliabi.ee/toode/lcd-screen-for-iphone-14-with-touch-screen-premium-oled-removable-ic-2/
phonexperts.ng,Nigeria,shop,iphone 13,unknown,aftermarket,YES,2100.0,NGN,https://phonexperts.ng/product/rear-camera-iron-sheet-cover-for-iphone-13/
phonexperts.ng,Nigeria,shop,iphone 13,unknown,aftermarket,YES,2400.0,NGN,https://phonexperts.ng/product/inner-repair-accessories-part-set-for-iphone-13/
discountcell.com,USA,shop,iphone 12 pro,unknown,aftermarket,no,79.99,USD,https://www.discountcell.com/
goodtech.co.nz,New Zealand,shop,iphone x,unknown,aftermarket,no,99.0,,https://www.goodtech.co.nz/collections/repairs
discountcell.com,USA,shop,iphone 16,unknown,aftermarket,no,71.99,USD,https://www.discountcell.com/
doctor-smartphone.com,Italy,shop,iphone xr,aftermarket-lcd,aftermarket,no,109.0,EUR,https://www.doctor-smartphone.com/vendita-accessori-ricambi/
discountcell.com,USA,shop,iphone 15,unknown,aftermarket,no,34.95,USD,https://www.discountcell.com/
discountcell.com,USA,shop,iphone 15,unknown,aftermarket,no,53.99,USD,https://www.discountcell.com/
discountcell.com,USA,shop,iphone 14,unknown,aftermarket,no,71.99,USD,https://www.discountcell.com/
discountcell.com,USA,shop,iphone 14,unknown,aftermarket,no,29.95,USD,https://www.discountcell.com/
discountcell.com,USA,shop,iphone 16,unknown,aftermarket,no,35.99,USD,https://www.discountcell.com/
discountcell.com,USA,shop,iphone 14,unknown,aftermarket,no,79.99,USD,https://www.discountcell.com/
discountcell.com,USA,shop,iphone 16,unknown,aftermarket,no,39.99,USD,https://www.discountcell.com/
discountcell.com,USA,shop,iphone 15,unknown,aftermarket,no,79.99,USD,https://www.discountcell.com/
repairsuniverse.com,USA,shop,iphone xs max,unknown,aftermarket,no,18.69,USD,https://www.repairsuniverse.com/collections/iphone-replacement-parts
mecimart.se,SE,shop,iphone 14,aftermarket-incell,aftermarket,no,699.0,,https://mecimart.se/mobilreservdelar-lcd-skarm-mobil/
mecimart.se,SE,shop,iphone 14,aftermarket-gx,aftermarket,no,2845.0,,https://mecimart.se/mobilreservdelar-lcd-skarm-mobil/
malmoteknik.se,SE,shop,iphone 14 pro,unknown,aftermarket,no,349.0,,https://malmoteknik.se/315-reservdelar-lcd-batterier-mm
malmoteknik.se,SE,shop,iphone xs,unknown,aftermarket,no,210.0,,https://malmoteknik.se/315-reservdelar-lcd-batterier-mm
mecimart.se,SE,shop,iphone 12,unknown,aftermarket,no,209.0,,https://mecimart.se/mobilreservdelar-lcd-skarm-mobil/
mecimart.se,SE,shop,iphone 14,aftermarket-incell,aftermarket,no,1190.0,,https://mecimart.se/mobilreservdelar-lcd-skarm-mobil/
mecimart.se,SE,shop,iphone 11,unknown,aftermarket,no,120.0,,https://mecimart.se/mobilreservdelar-lcd-skarm-mobil/
mecimart.se,SE,shop,iphone 13 pro,original,A,no,199.0,,https://mecimart.se/mobilreservdelar-lcd-skarm-mobil/
malmoteknik.se,SE,shop,iphone 12 mini,unknown,aftermarket,no,249.0,,https://malmoteknik.se/315-reservdelar-lcd-batterier-mm
malmoteknik.se,SE,shop,iphone 11 pro,unknown,aftermarket,no,209.0,,https://malmoteknik.se/315-reservdelar-lcd-batterier-mm
malmoteknik.se,SE,shop,iphone 12 pro max,unknown,aftermarket,no,299.0,,https://malmoteknik.se/315-reservdelar-lcd-batterier-mm
mecimart.se,SE,shop,iphone 13 pro,unknown,aftermarket,no,229.0,,https://mecimart.se/mobilreservdelar-lcd-skarm-mobil/
malmoteknik.se,SE,shop,iphone 11,unknown,aftermarket,no,249.0,,https://malmoteknik.se/315-reservdelar-lcd-batterier-mm
malmoteknik.se,SE,shop,iphone 14,unknown,aftermarket,no,299.0,,https://malmoteknik.se/315-reservdelar-lcd-batterier-mm
malmoteknik.se,SE,shop,iphone 13 mini,unknown,aftermarket,no,299.0,,https://malmoteknik.se/315-reservdelar-lcd-batterier-mm
malmoteknik.se,SE,shop,iphone 12,unknown,aftermarket,no,249.0,,https://malmoteknik.se/315-reservdelar-lcd-batterier-mm
fonefunshop.com,UK,shop,iphone 16 pro,aftermarket-soft-oled,aftermarket,no,217.95,GBP,https://www.fonefunshop.com/collections/iphone-screens
24hshop.dk,DK,shop,iphone 13,aftermarket-lcd,aftermarket,no,169.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 12 pro,aftermarket-lcd,aftermarket,no,149.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
incover.dk,DK,shop,iphone 14,unknown,aftermarket,no,199.0,,https://www.incover.dk/shop/iphone-reservedele-5484s1.html
24hshop.dk,DK,shop,iphone 11 pro max,aftermarket-lcd,aftermarket,no,149.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 14,unknown,aftermarket,no,19.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 12 pro max,aftermarket-lcd,aftermarket,no,199.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 12,unknown,aftermarket,no,309.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 12 mini,unknown,aftermarket,no,19.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 12,unknown,aftermarket,no,19.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 13,unknown,aftermarket,no,19.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 15 plus,unknown,aftermarket,no,349.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 11 pro,unknown,aftermarket,no,19.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 14,unknown,aftermarket,no,499.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 11 pro,unknown,aftermarket,no,529.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 15 pro max,unknown,aftermarket,no,229.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone xs,unknown,aftermarket,no,329.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone xr,unknown,aftermarket,no,209.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 15,unknown,aftermarket,no,219.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone x,unknown,aftermarket,no,139.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 15 plus,unknown,aftermarket,no,219.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 13 mini,unknown,aftermarket,no,79.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 11 pro,unknown,aftermarket,no,49.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 14,unknown,aftermarket,no,219.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 12 mini,unknown,aftermarket,no,49.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone xr,aftermarket-lcd,aftermarket,no,169.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 12 mini,aftermarket-lcd,aftermarket,no,269.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 15 pro,unknown,aftermarket,no,599.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone xs,aftermarket-lcd,aftermarket,no,169.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone xs,unknown,aftermarket,no,79.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 12,unknown,aftermarket,no,149.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 13 mini,aftermarket-lcd,aftermarket,no,249.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone xr,unknown,aftermarket,no,49.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 11 pro,unknown,aftermarket,no,99.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone x,unknown,aftermarket,no,49.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone 11 pro max,unknown,aftermarket,no,79.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone x,aftermarket-lcd,aftermarket,no,169.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
24hshop.dk,DK,shop,iphone x,unknown,aftermarket,no,799.0,,https://www.24hshop.dk/mobiltilbehor/reservedele/iphone
