Site,Country,Type,Model,Category,List,Login,Price,Currency,URL
dutchrepair.nl,Netherlands,shop,iphone 11 pro max,unknown,aftermarket,no,39.99,EUR,https://www.dutchrepair.nl/products/kopie-van-iphone-xs-max-scherm-compleet-reparatie-set-met-screenprotector?_pos=8&_sid=fa3ea38a9&_ss=r
dutchrepair.nl,Netherlands,shop,iphone 11 pro,aftermarket-hard-oled,aftermarket,no,59.98,EUR,https://www.dutchrepair.nl/products/iphone-11-pro-display-hard-oled-scherm?_pos=15&_sid=fa3ea38a9&_ss=r
dutchrepair.nl,Netherlands,shop,iphone xs max,aftermarket-oled,aftermarket,no,59.99,EUR,https://www.dutchrepair.nl/products/kopie-van-iphone-xs-max-scherm-compleet-reparatie-set-gereedschap-framesticker-en-screenprotector?_pos=23&_sid=fa3ea38a9&_ss=r
dutchrepair.nl,Netherlands,shop,iphone 13 pro,aftermarket-oled,aftermarket,no,129.99,EUR,https://www.dutchrepair.nl/products/kopie-van-iphone-13-oled-scherm-reparatie-set-screen-protector-1?_pos=13&_sid=fa3ea38a9&_ss=r
dutchrepair.nl,Netherlands,shop,iphone 11,original,A,no,45.99,EUR,https://www.dutchrepair.nl/products/kopie-van-iphone-11-scherm-a-kwaliteit-gratis-tempered-glass-screen-protector-gereedschap-framesticker-scherm-touchscreen-hoge-kwaliteit?_pos=20&_sid=fa3ea38a9&_ss=r
dutchrepair.nl,Netherlands,shop,iphone 11 pro,unknown,aftermarket,no,34.99,EUR,https://www.dutchrepair.nl/products/kopie-van-iphone-11-pro-display-hard-oled-scherm?_pos=21&_sid=fa3ea38a9&_ss=r
dutchrepair.nl,Netherlands,shop,iphone xr,unknown,aftermarket,no,30.0,EUR,https://www.dutchrepair.nl/products/iphones-xr-display-lcd
dutchrepair.nl,Netherlands,shop,iphone 12 pro,aftermarket-lcd,aftermarket,no,31.95,EUR,https://www.dutchrepair.nl/products/iphone-12-12-pro-scherm-gereedschap-screen-protector-frame-sticker-alles-in-1-reparatie-set-a-kwaliteit-lcd-display?_pos=18&_sid=fa3ea38a9&_ss=r
dutchrepair.nl,Netherlands,shop,iphone xr,unknown,aftermarket,no,30.0,EUR,https://www.dutchrepair.nl/products/iphones-xr-display-lcd?_pos=24&_sid=fa3ea38a9&_ss=r
dutchrepair.nl,Netherlands,shop,iphone 12 pro,aftermarket-oled,aftermarket,no,62.99,EUR,https://www.dutchrepair.nl/products/iphone-12-12-pro-scherm-oled-display-gratis-tempererd-glass-gereedschap-framesticker-alles-in-1-reparatie-set?_pos=19&_sid=fa3ea38a9&_ss=r
dutchrepair.nl,Netherlands,shop,iphone x,aftermarket-lcd,aftermarket,no,29.0,EUR,https://www.dutchrepair.nl/products/iphone-x-lcd-display
dutchrepair.nl,Netherlands,shop,iphone xs,aftermarket-oled,aftermarket,no,45.99,EUR,https://www.dutchrepair.nl/products/iphone-xs-oled-display
dutchrepair.nl,Netherlands,shop,iphone 11 pro,unknown,aftermarket,no,34.99,EUR,https://www.dutchrepair.nl/products/kopie-van-iphone-11-pro-display-hard-oled-scherm
brotech.it,Italy,shop,iphone 16 pro max,aftermarket-incell,aftermarket,no,43.15,EUR,https://brotech.it/8644-display-iphone-16-pro-max-incell-fhd-jk.html
dutchrepair.nl,Netherlands,shop,iphone 12 pro,aftermarket-oled,aftermarket,no,62.99,EUR,https://www.dutchrepair.nl/products/iphone-12-12-pro-scherm-oled-display-gratis-tempererd-glass-gereedschap-framesticker-alles-in-1-reparatie-set
dutchrepair.nl,Netherlands,shop,iphone 12 pro,aftermarket-lcd,aftermarket,no,31.95,EUR,https://www.dutchrepair.nl/products/iphone-12-12-pro-scherm-gereedschap-screen-protector-frame-sticker-alles-in-1-reparatie-set-a-kwaliteit-lcd-display
digitalteck.it,Italy,shop,iphone 11,aftermarket-lcd,aftermarket,no,2.6,EUR,https://www.digitalteck.it/iphone-xr/1031-cornice-biadesiva-lcd-iphone-xr-11.html
componentidigitali.com,Italy,shop,iphone xs max,aftermarket-incell,aftermarket,no,14.3,EUR,https://www.componentidigitali.com/it/componenti-digitali-home-page/ricambi-per-cellulari-tablet/ricambi-per-apple-iphone/iphone-xs-max/display-lcd-per-iphone-xs-max-incell-zy-ffhd-.1.39.626.gp.41124.uw
cdx.de,Germany,shop,iphone 13 pro,unknown,aftermarket,YES,19.0,EUR,https://www.cdx.de/store/products/IPHONE-ERSATZTEILE/IPHONE-13-DISPLAYS/iPhone-13-Pro-Display-Copy.html
componentidigitali.com,Italy,shop,iphone xs max,aftermarket-incell,aftermarket,no,14.2,EUR,https://www.componentidigitali.com/it/componenti-digitali-home-page/ricambi-per-cellulari-tablet/ricambi-per-apple-iphone/iphone-xs-max/display-lcd-per-iphone-xs-max-incell-zy-a-si-hd-.1.39.626.gp.33848.uw
componentidigitali.com,Italy,shop,iphone 11,aftermarket-incell,aftermarket,no,13.25,EUR,https://www.componentidigitali.com/it/componenti-digitali-home-page/ricambi-per-cellulari-tablet/ricambi-per-apple-iphone/iphone-11/display-lcd-per-iphone-11-incell-zy-ffhd-ic-intercambiabile-.1.39.663.gp.41178.uw
componentidigitali.com,Italy,shop,iphone xs max,aftermarket-incell,aftermarket,no,17.05,EUR,https://www.componentidigitali.com/it/componenti-digitali-home-page/ricambi-per-cellulari-tablet/ricambi-per-apple-iphone/iphone-xs-max/display-lcd-per-iphone-xs-max-incell-zy-ltps-cof-.1.39.626.gp.34655.uw
fonix.at,Austria,shop,iphone 15,pulled,A,YES,154.9,EUR,https://fonix.at/products/lcd-display-fuer-iphone-15-pulled-ori-qualitaet?_pos=1&_sid=a208426e9&_ss=r
componentidigitali.com,Italy,shop,iphone 11,aftermarket-incell,aftermarket,no,16.35,EUR,https://www.componentidigitali.com/it/componenti-digitali-home-page/ricambi-per-cellulari-tablet/ricambi-per-apple-iphone/iphone-11/display-lcd-per-iphone-11-incell-zy-ltps-cog-ic-intercambiabile-.1.39.663.gp.33363.uw
componentidigitali.com,Italy,shop,iphone 11 pro,aftermarket-incell,aftermarket,no,12.75,EUR,https://www.componentidigitali.com/it/componenti-digitali-home-page/ricambi-per-cellulari-tablet/ricambi-per-apple-iphone/iphone-11-pro/display-lcd-per-iphone-11-pro-incell-zy-a-si-hd-ic-intercambiabile-.1.39.664.gp.33849.uw
componentidigitali.com,Italy,shop,iphone 11,aftermarket-incell,aftermarket,no,16.35,EUR,https://www.componentidigitali.com/it/componenti-digitali-home-page/ricambi-per-cellulari-tablet/ricambi-per-apple-iphone/iphone-11/display-lcd-per-iphone-11-incell-zy-ltps-cog-.1.39.663.gp.20929.uw
componentidigitali.com,Italy,shop,iphone 11 pro,aftermarket-incell,aftermarket,no,14.0,EUR,https://www.componentidigitali.com/it/componenti-digitali-home-page/ricambi-per-cellulari-tablet/ricambi-per-apple-iphone/iphone-11-pro/display-lcd-per-iphone-11-pro-incell-zy-ffhd-ic-intercambiabile-.1.39.664.gp.41125.uw
componentidigitali.com,Italy,shop,iphone 11 pro,aftermarket-incell,aftermarket,no,16.6,EUR,https://www.componentidigitali.com/it/componenti-digitali-home-page/ricambi-per-cellulari-tablet/ricambi-per-apple-iphone/iphone-11-pro/display-lcd-per-iphone-11-pro-incell-zy-ltps-cog-ic-intercambiabile-.1.39.664.gp.33364.uw
componentidigitali.com,Italy,shop,iphone 11 pro,aftermarket-incell,aftermarket,no,16.6,EUR,https://www.componentidigitali.com/it/componenti-digitali-home-page/ricambi-per-cellulari-tablet/ricambi-per-apple-iphone/iphone-11-pro/display-lcd-per-iphone-11-pro-incell-zy-ltps-cog-.1.39.664.gp.24453.uw
componentidigitali.com,Italy,shop,iphone xs max,aftermarket-hard-oled,aftermarket,no,30.0,EUR,https://www.componentidigitali.com/it/componenti-digitali-home-page/ricambi-per-cellulari-tablet/ricambi-per-apple-iphone/iphone-xs-max/display-lcd-per-iphone-xs-max-hard-oled-zy-.1.39.626.gp.45470.uw
wigento.de,Germany,shop,iphone x,unknown,aftermarket,YES,3.45,EUR,https://www.wigento.de/ersatzteile/smartphone/apple/
componentidigitali.com,Italy,shop,iphone xr,aftermarket-incell,aftermarket,no,13.05,EUR,https://www.componentidigitali.com/it/componenti-digitali-home-page/ricambi-per-cellulari-tablet/ricambi-per-apple-iphone/iphone-xr/display-lcd-per-iphone-xr-incell-gx-.1.39.627.gp.30918.uw
componentidigitali.com,Italy,shop,iphone 11,aftermarket-incell,aftermarket,no,13.0,EUR,https://www.componentidigitali.com/it/componenti-digitali-home-page/ricambi-per-cellulari-tablet/ricambi-per-apple-iphone/iphone-11/display-lcd-per-iphone-11-incell-gx-ic-intercambiabile-.1.39.663.gp.30919.uw
componentidigitali.com,Italy,shop,iphone xs max,aftermarket-hard-oled,aftermarket,no,30.3,EUR,https://www.componentidigitali.com/it/componenti-digitali-home-page/ricambi-per-cellulari-tablet/ricambi-per-apple-iphone/iphone-xs-max/display-lcd-per-iphone-xs-max-hard-oled-gx-.1.39.626.gp.25245.uw
componentidigitali.com,Italy,shop,iphone 12 pro,aftermarket-hard-oled,aftermarket,no,33.2,EUR,https://www.componentidigitali.com/it/componenti-digitali-home-page/ricambi-per-cellulari-tablet/ricambi-per-apple-iphone/iphone-12/display-lcd-per-iphone-12-12-pro-hard-oled-gx-.1.39.707.gp.27402.uw
componentidigitali.com,Italy,shop,iphone 11 pro max,aftermarket-hard-oled,aftermarket,no,32.2,EUR,https://www.componentidigitali.com/it/componenti-digitali-home-page/ricambi-per-cellulari-tablet/ricambi-per-apple-iphone/iphone-11-pro-max/display-lcd-per-iphone-11-pro-max-hard-oled-gx-.1.39.665.gp.26322.uw
componentidigitali.com,Italy,shop,iphone 13,aftermarket-hard-oled,aftermarket,no,34.85,EUR,https://www.componentidigitali.com/it/componenti-digitali-home-page/ricambi-per-cellulari-tablet/ricambi-per-apple-iphone/iphone-13/display-lcd-per-iphone-13-hard-oled-gx-ic-intercambiabile-.1.39.794.gp.30655.uw
componentidigitali.com,Italy,shop,iphone 12 pro max,aftermarket-soft-oled,aftermarket,no,56.4,EUR,https://www.componentidigitali.com/it/componenti-digitali-home-page/ricambi-per-cellulari-tablet/ricambi-per-apple-iphone/iphone-12-pro-max/display-lcd-per-iphone-12-pro-max-soft-oled-gx-.1.39.709.gp.30151.uw
componentidigitali.com,Italy,shop,iphone 11 pro,aftermarket-hard-oled,aftermarket,no,23.05,EUR,https://www.componentidigitali.com/it/componenti-digitali-home-page/ricambi-per-cellulari-tablet/ricambi-per-apple-iphone/iphone-11-pro/display-lcd-per-iphone-11-pro-hard-oled-gx-.1.39.664.gp.26103.uw
reparacaomobile.pt,Portugal,shop,iphone 15 pro,aftermarket-incell,aftermarket,no,31.98,EUR,https://www.reparacaomobile.pt/en/componentes-variados/componentes-telemóveis/displays-e-lcds/displays-apple/display-lcd-e-touch-para-iphone-15-pro-incell.php
componentidigitali.com,Italy,shop,iphone 14,aftermarket-hard-oled,aftermarket,no,33.9,EUR,https://www.componentidigitali.com/it/componenti-digitali-home-page/ricambi-per-cellulari-tablet/ricambi-per-apple-iphone/iphone-14/display-lcd-per-iphone-14-hard-oled-gx-.1.39.582.gp.39695.uw
reparacaomobile.pt,Portugal,shop,iphone xr,aftermarket-lcd,aftermarket,no,12.99,EUR,https://www.reparacaomobile.pt/en/componentes-variados/componentes-telemóveis/displays-e-lcds/displays-apple/display-lcd-touch-para-iphone-xr-aaa-ips-preto.php
componentidigitali.com,Italy,shop,iphone 13 pro max,aftermarket-hard-oled,aftermarket,no,40.8,EUR,https://www.componentidigitali.com/it/componenti-digitali-home-page/ricambi-per-cellulari-tablet/ricambi-per-apple-iphone/iphone-13-pro-max/display-lcd-per-iphone-13-pro-max-hard-oled-gx-ic-intercambiabile-.1.39.796.gp.43261.uw
reparacaomobile.pt,Portugal,shop,iphone 14 pro,aftermarket-lcd,aftermarket,no,69.9,EUR,https://www.reparacaomobile.pt/en/componentes-variados/componentes-telemóveis/displays-e-lcds/displays-apple/display-lcd-e-touch-para-apple-iphone-14-pro-premium-ips-preto-120hz-diagnosable.php
hurtlcd.pl,Poland,shop,iphone xr,aftermarket-lcd,aftermarket,no,64.0,PLN,https://hurtlcd.pl/pl/p/iPHONE-XR-WYSWIETLACZ-LCD-DOTYK-CZARNY/2290
hurtlcd.pl,Poland,shop,iphone x,aftermarket-lcd,aftermarket,no,63.0,PLN,https://hurtlcd.pl/pl/p/iPHONE-X-WYSWIETLACZ-LCD-DOTYK-CZARNY/1360
gjirafa50.al,Albania,shop,iphone 14 plus,unknown,aftermarket,no,1490.0,,https://gjirafa50.al/mbrojtes-ekrani-grizzglass-matte-secretglass-per-apple-iphone-14-plus-15-plus-efekt-privatesie-xham-qeramik
hurtlcd.pl,Poland,shop,iphone 11,original,A,no,355.0,PLN,https://hurtlcd.pl/pl/p/IPHONE-11-SERVICE-PACK-LCD-RAMKA-100-ORYGINAL-CZARNY/2951
gjirafa50.al,Albania,shop,iphone 15,unknown,aftermarket,no,2090.0,,https://gjirafa50.al/mbrojtes-ekrani-mobilis-per-iphone-15-dhe-15-pro-film-transparent
gjirafa50.al,Albania,shop,iphone 12 pro,unknown,aftermarket,no,2690.0,,https://gjirafa50.al/ekran-zevendesues-per-iphone-12-12-pro-zy-hd-touch-screen-i-zi
gjirafa50.al,Albania,shop,iphone 16 pro max,unknown,aftermarket,no,250.0,,https://gjirafa50.al/mbrojtese-ekrani-premiumglass-per-iphone-16-pro-max-69-xham-i-temperuar-transparente
gjirafa50.al,Albania,shop,iphone 14 plus,aftermarket-lcd,aftermarket,no,690.0,,https://gjirafa50.al/kornize-lcd-musttby-per-iphone-14-plus-per-display-ngjites-tama
gjirafa50.al,Albania,shop,iphone 16 pro,unknown,aftermarket,no,590.0,,https://gjirafa50.al/folie-ekrani-wozinsky-tpu-nano-per-iphone-16-pro-iphone-17-iphone-17-pro-transparente
gjirafa50.al,Albania,shop,iphone 16 pro,unknown,aftermarket,no,2690.0,,https://gjirafa50.al/mbrojtese-ekrani-panzerglass-per-iphone-16-pro-xham-filter-privatesie-dy-drejtimesh-transparente
gjirafa50.al,Albania,shop,iphone 16 plus,unknown,aftermarket,no,390.0,,https://gjirafa50.al/xham-mbrojtes-5d-per-ekran-iphone-16-plus-fortesi-9h-transparence-e-larte-transparent
gjirafa50.al,Albania,shop,iphone 16,unknown,aftermarket,no,490.0,,https://gjirafa50.al/mbrojtese-ekrani-wozinsky-hybrid-glass-iphone-16-9h-fleksibel-transparente
fonix.at,Austria,shop,iphone 15 pro,pulled,A,YES,255.9,EUR,https://fonix.at/products/iphone-15-pro-lcd-display-original-pulled-premium?variant=55586085568777
gjirafa50.al,Albania,shop,iphone 16 pro,unknown,aftermarket,no,2090.0,,https://gjirafa50.al/mbrojtes-ekrani-mobile-origin-per-iphone-16-pro-tempered-glass-033mm-2-cope-transparent
fonix.at,Austria,shop,iphone 15 pro,aftermarket-soft-oled,aftermarket,YES,87.9,EUR,https://fonix.at/products/display-mit-sensor-flex-fur-iphone-15-pro-black-soft-oled-120hz?variant=56913892344073
fonix.at,Austria,shop,iphone 15 pro,refurb,A,YES,199.9,EUR,https://fonix.at/products/iphone-15-pro-lcd-display-refurbished-original?variant=55586698199305
fonix.at,Austria,shop,iphone 15,refurb,A,YES,149.9,EUR,https://fonix.at/products/lcd-display-fuer-iphone-15-refurbished-ori-qualitaet?_pos=3&_sid=a208426e9&_ss=r
fonix.at,Austria,shop,iphone 13 pro max,original,A,YES,299.9,EUR,https://fonix.at/products/iphone-13-pro-max-display-inkl-sensorflex-service-pack?_pos=10&_sid=a208426e9&_ss=r
fonix.at,Austria,shop,iphone 15 pro,flex-replaced,B,YES,359.9,EUR,https://fonix.at/products/iphone-15-pro-display-inkl-hoererflex-service-pack
fonix.at,Austria,shop,iphone xs,pulled,A,YES,52.9,EUR,https://fonix.at/products/lcd-display-fuer-iphone-xs-pulled-ori-schwarz?_pos=7&_sid=a208426e9&_ss=r
fonix.at,Austria,shop,iphone 16 pro max,original,A,YES,360.0,EUR,https://fonix.at/products/iphone-16-pro-max-original-display-service-pack-100-apple-qualitat?_pos=6&_sid=a208426e9&_ss=r
fonix.at,Austria,shop,iphone 15 pro,pulled,A,YES,255.9,EUR,https://fonix.at/products/iphone-15-pro-lcd-display-original-pulled-premium
fonix.at,Austria,shop,iphone xs max,pulled,A,YES,49.9,EUR,https://fonix.at/products/iphone-xs-max-display-original-pulled-neu?_pos=8&_sid=a208426e9&_ss=r
fonix.at,Austria,shop,iphone xs max,refurb,A,YES,44.9,EUR,https://fonix.at/products/iphone-xs-max-lcd-display-refurbished-schwarz?_pos=4&_sid=a208426e9&_ss=r
fonix.at,Austria,shop,iphone 15 pro,refurb,A,YES,199.9,EUR,https://fonix.at/products/iphone-15-pro-lcd-display-refurbished-original
mobilestar.at,Austria,shop,iphone 15,aftermarket-oled,aftermarket,no,69.9,EUR,https://www.mobilestar.at/lcd-display-soft-oled-touchscreen-kompatibel-mit-apple-iphone-15-ic-removable-schwarz.html
fonix.at,Austria,shop,iphone 15 pro,aftermarket-soft-oled,aftermarket,YES,87.9,EUR,https://fonix.at/products/display-mit-sensor-flex-fur-iphone-15-pro-black-soft-oled-120hz
mobilestar.at,Austria,shop,iphone 16,aftermarket-oled,aftermarket,no,69.9,EUR,https://www.mobilestar.at/lcd-display-soft-oled-touchscreen-120hz-kompatibel-mit-iphone-16-ic-removable-schwarz.html
mobilestar.at,Austria,shop,iphone 16,aftermarket-oled,aftermarket,no,78.9,EUR,https://www.mobilestar.at/starfix-lcd-display-soft-oled-touchscreen-120hz-kompatibel-mit-iphone-16-pro-max-ic-removable-schwarz.html
mobilestar.at,Austria,shop,iphone xs,aftermarket-incell,aftermarket,no,25.9,EUR,https://www.mobilestar.at/lcd-display-touchscreen-fuer-iphone-xs-schwarz-in-cell.html
repairpartsusa.com,USA,shop,iphone 11,aftermarket-incell,aftermarket,no,17.59,USD,https://repairpartsusa.com/products/iphone-11-premium-screen?_pos=2&_sid=80aad75e7&_ss=r
repairpartsusa.com,USA,shop,iphone xr,aftermarket-lcd,aftermarket,no,15.19,USD,https://repairpartsusa.com/products/iphone-xr-grade-a-black-screen-replacement?_pos=3&_sid=80aad75e7&_ss=r
repairpartsusa.com,USA,shop,iphone xs max,aftermarket-lcd,aftermarket,no,19.99,USD,https://repairpartsusa.com/products/iphone-xs-max-grade-a-oled-black-lcd-and-digitizer-glass-screen-replacement?_pos=5&_sid=80aad75e7&_ss=r
mobifixbg.com,Bulgaria,shop,iphone 15,aftermarket-incell,aftermarket,no,25.0,BGN,https://mobifixbg.com/product/displey-za-iphone-15incell
repairpartsusa.com,USA,shop,iphone 11,unknown,aftermarket,no,18.39,USD,https://repairpartsusa.com/products/iphone-11-screen-repair-replacement-kit?_pos=4&_sid=80aad75e7&_ss=r
repairpartsusa.com,USA,shop,iphone 12 pro,aftermarket-incell,aftermarket,no,19.99,USD,https://repairpartsusa.com/products/iphone-12-ga-lcd-scren-replacement?_pos=9&_sid=80aad75e7&_ss=r
cdx.de,Germany,shop,iphone 14 plus,unknown,aftermarket,YES,29.0,EUR,https://www.cdx.de/store/products/IPHONE-ERSATZTEILE/IPHONE-14-DISPLAYS/iPhone-14-Plus-Display-High-Copy-1.html
repairpartsusa.com,USA,shop,iphone xs,aftermarket-soft-oled,aftermarket,no,42.39,USD,https://repairpartsusa.com/products/iphone-xs-premium-black-soft-oled-display-and-digitizer-glass-screen-replacement?_pos=12&_sid=80aad75e7&_ss=r
cdx.de,Germany,shop,iphone 11 pro,unknown,aftermarket,YES,129.0,EUR,https://www.cdx.de/store/products/IPHONE-REPARATUR/IPHONE-DISPLAY-REPARATUR/iPhone-11-Pro-Display-Reparatur-Black-Grade-A.html
repairpartsusa.com,USA,shop,iphone 14,aftermarket-incell,aftermarket,no,24.79,USD,https://repairpartsusa.com/products/iphone-14-grade-a-incell-lcd-glass-screen-replacement-kit-toolkit?_pos=11&_sid=80aad75e7&_ss=r
repairpartsusa.com,USA,shop,iphone xs,aftermarket-lcd,aftermarket,no,14.79,USD,https://repairpartsusa.com/products/iphone-xs-grade-a-black-lcd-and-digitizer-glass-screen-replacement-tft?_pos=20&_sid=80aad75e7&_ss=r
repairpartsusa.com,USA,shop,iphone 15 pro,aftermarket-incell,aftermarket,no,35.99,USD,https://repairpartsusa.com/products/iphone-15-pro-grade-a-incell-lcd-and-digitizer-glass-screen-replacement?_pos=17&_sid=80aad75e7&_ss=r
repairpartsusa.com,USA,shop,iphone 11,unknown,aftermarket,no,19.99,USD,https://repairpartsusa.com/products/iphone-11-black-premium-glass-screen-replacement-repair-kit-basic-toolkit?_pos=16&_sid=80aad75e7&_ss=r
repairpartsusa.com,USA,shop,iphone 16 pro max,aftermarket-incell,aftermarket,no,44.99,USD,https://repairpartsusa.com/products/iphone-16-pro-max-grade-a-incell-lcd-and-digitizer-glass-screen-replacement
repairpartsusa.com,USA,shop,iphone 12 pro,aftermarket-soft-oled,aftermarket,no,47.99,USD,https://repairpartsusa.com/products/iphone-12-iphone-12-pro-premium-soft-oled-and-glass-screen-replacement?_pos=18&_sid=80aad75e7&_ss=r
repairpartsusa.com,USA,shop,iphone 14,aftermarket-soft-oled,aftermarket,no,47.19,USD,https://repairpartsusa.com/products/iphone-14-premium-soft-oled-glass-screen-replacement-repair-kit-premium-toolkit?_pos=15&_sid=80aad75e7&_ss=r
repairpartsusa.com,USA,shop,iphone 13,aftermarket-soft-oled,aftermarket,no,45.99,USD,https://repairpartsusa.com/products/iphone-13-premium-soft-oled-and-glass-screen-replacement?_pos=19&_sid=80aad75e7&_ss=r
repairpartsusa.com,USA,shop,iphone 16 pro,aftermarket-soft-oled,aftermarket,no,74.99,USD,https://repairpartsusa.com/products/iphone-16-pro-premium-soft-oled-and-glass-screen-replacement
repairpartsusa.com,USA,shop,iphone 13,aftermarket-incell,aftermarket,no,23.99,USD,https://repairpartsusa.com/products/phone-13-grade-a-incell-lcd-glass-screen-replacement-kit-toolkit?_pos=14&_sid=80aad75e7&_ss=r
repairpartsusa.com,USA,shop,iphone 16 pro,aftermarket-incell,aftermarket,no,39.99,USD,https://repairpartsusa.com/products/iphone-16-pro-grade-a-incell-lcd-and-digitizer-glass-screen-replacement
repairpartsusa.com,USA,shop,iphone 13 pro max,aftermarket-incell,aftermarket,no,31.99,USD,https://repairpartsusa.com/products/iphone-13-pro-max-grade-a-incell-lcd-and-digitizer-glass-screen-replacement?_pos=22&_sid=80aad75e7&_ss=r
repairpartsusa.com,USA,shop,iphone 15 pro,aftermarket-hard-oled,aftermarket,no,67.99,USD,https://repairpartsusa.com/products/iphone-15-pro-premium-hard-oled-and-glass-screen-replacement
repairpartsusa.com,USA,shop,iphone 16,aftermarket-soft-oled,aftermarket,no,75.59,USD,https://repairpartsusa.com/products/iphone-16-premium-soft-oled-and-glass-screen-replacement
repairpartsusa.com,USA,shop,iphone 16 plus,aftermarket-soft-oled,aftermarket,no,79.19,USD,https://repairpartsusa.com/products/iphone-16-plus-premium-soft-oled-and-glass-screen-replacement
repairpartsusa.com,USA,shop,iphone 15 plus,aftermarket-incell,aftermarket,no,29.99,USD,https://repairpartsusa.com/products/iphone-15-plus-grade-a-incell-lcd-and-digitizer-glass-screen-replacement
repairpartsusa.com,USA,shop,iphone 15 pro,aftermarket-incell,aftermarket,no,35.99,USD,https://repairpartsusa.com/products/iphone-15-pro-grade-a-incell-lcd-and-digitizer-glass-screen-replacement
isn-parts.com,Bulgaria,shop,iphone 11 pro max,aftermarket-lcd,aftermarket,no,21.99,BGN,https://isn-parts.com/produkt/iphone-11-pro-max-displei-lcd
gsmparts.bg,Bulgaria,shop,iphone 15 pro,aftermarket-incell,aftermarket,no,195.0,BGN,https://www.gsmparts.bg/index.php?route=product/search&tag=Дисплей + Тъч Скрийн за iPhone 15 Pro - (GX-YK) - inCell HD+
gsmparts.bg,Bulgaria,shop,iphone 15,aftermarket-incell,aftermarket,no,37.0,BGN,https://www.gsmparts.bg/index.php?route=product/search&tag=Дисплей + Тъч Скрийн за iPhone 15 - (GX-YK) - inCell HD+
repairpartsusa.com,USA,shop,iphone 15 pro,aftermarket-soft-oled,aftermarket,no,95.99,USD,https://repairpartsusa.com/products/iphone-15-pro-premium-soft-oled-and-glass-screen-replacement
gsmparts.bg,Bulgaria,shop,iphone 15 plus,aftermarket-incell,aftermarket,no,195.0,BGN,https://www.gsmparts.bg/index.php?route=product/search&tag=Дисплей + Тъч Скрийн за iPhone 15 Plus - (GX-YK) - inCell HD+
isn-parts.com,Bulgaria,shop,iphone 12 mini,aftermarket-lcd,aftermarket,no,24.99,BGN,https://isn-parts.com/produkt/iphone-12-mini-displei-lcd
gsmparts.bg,Bulgaria,shop,iphone 11,aftermarket-incell,aftermarket,no,37.0,BGN,https://www.gsmparts.bg/index.php?route=product/search&tag=Дисплей + Тъч Скрийн за iPhone 11 - JK InCell
isn-parts.com,Bulgaria,shop,iphone 11 pro max,aftermarket-oled,aftermarket,no,39.99,BGN,https://isn-parts.com/produkt/iphone-11-pro-max-displei-oled
isn-parts.com,Bulgaria,shop,iphone 12 pro,aftermarket-lcd,aftermarket,no,24.99,BGN,https://isn-parts.com/produkt/iphone-12-pro-displei-lcd
isn-parts.com,Bulgaria,shop,iphone 12 pro max,aftermarket-lcd,aftermarket,no,24.99,BGN,https://isn-parts.com/produkt/iphone-12-pro-max-displei-lcd
isn-parts.com,Bulgaria,shop,iphone 12 mini,aftermarket-oled,aftermarket,no,60.0,BGN,https://isn-parts.com/produkt/iphone-12-mini-displei-oled
gsmparts.bg,Bulgaria,shop,iphone 16 pro,aftermarket-oled,aftermarket,no,195.0,BGN,https://www.gsmparts.bg/index.php?route=product/search&tag=Дисплей + Тъч скрийн за iPhone 16 PRO - DD OLED - 120Hz
isn-parts.com,Bulgaria,shop,iphone 13 pro max,aftermarket-lcd,aftermarket,no,37.99,BGN,https://isn-parts.com/produkt/iphone-13-pro-max-lcd-displei
isn-parts.com,Bulgaria,shop,iphone 13,aftermarket-lcd,aftermarket,no,22.99,BGN,https://isn-parts.com/produkt/iphone-13-displei-lcd
isn-parts.com,Bulgaria,shop,iphone 13 pro,aftermarket-lcd,aftermarket,no,37.99,BGN,https://isn-parts.com/produkt/iphone-13-pro-lcd-displei
isn-parts.com,Bulgaria,shop,iphone 13 mini,aftermarket-oled,aftermarket,no,60.0,BGN,https://isn-parts.com/produkt/iphone-13-mini-oled-displei
isn-parts.com,Bulgaria,shop,iphone 14,aftermarket-oled,aftermarket,no,49.0,BGN,https://isn-parts.com/produkt/iphone-14-oled-displei
isn-parts.com,Bulgaria,shop,iphone 15 plus,aftermarket-oled,aftermarket,no,97.0,BGN,https://isn-parts.com/produkt/iphone-15-plus-oled-displei
isn-parts.com,Bulgaria,shop,iphone 15,aftermarket-oled,aftermarket,no,92.0,BGN,https://isn-parts.com/produkt/iphone-15-oled-displei
isn-parts.com,Bulgaria,shop,iphone 14 pro,aftermarket-oled,aftermarket,no,102.0,BGN,https://isn-parts.com/produkt/iphone-14-pro-oled-120hz-displei
isn-parts.com,Bulgaria,shop,iphone 11 pro,original,A,no,66.0,BGN,https://isn-parts.com/produkt/iphone-11-pro-displei-originalen
isn-parts.com,Bulgaria,shop,iphone 16,aftermarket-oled,aftermarket,no,123.0,BGN,https://isn-parts.com/produkt/iphone-16-oled-displei
isn-parts.com,Bulgaria,shop,iphone 11,original,A,no,33.99,BGN,https://isn-parts.com/produkt/iphone-11-displei-originalen
isn-parts.com,Bulgaria,shop,iphone xs max,aftermarket-lcd,aftermarket,no,21.99,BGN,https://isn-parts.com/produkt/iphone-xs-max-displei-lcd
isn-parts.com,Bulgaria,shop,iphone 16,aftermarket-incell,aftermarket,no,45.0,BGN,https://isn-parts.com/produkt/iphone-16-lcd-incell-displei
